scenario_id,road_environment,road_type,pothole_depth,water_depth,ntu,weather,lighting,vehicle_speed,severity
SC5706,Rural,Concrete,16,14,88,Cloudy,Night_Streetlights,4.23,Severe
SC5707,Rural,Asphalt,9,9,99,Mist,Dawn,2.85,Moderate
SC5708,Urban,Gravel,12,10,26,Clear,Dawn,2.51,Moderate
SC5709,Rural,Asphalt,16,1,125,Drizzle,Daylight,10.68,Moderate
SC5710,Rural,Dirt,8,2,154,Foggy,Dusk,3.39,Low
SC5711,Urban,Concrete,6,4,173,Cloudy,Daylight,9.85,Moderate
SC5712,Rural,Mud,6,6,176,Mist,Night_Streetlights,9.64,Moderate
SC5713,Rural,Mud,8,3,172,Cloudy,Night_Dark,2.12,Moderate
SC5714,Rural,Mud,11,7,143,Foggy,Night_Streetlights,3.24,Moderate
SC5715,Rural,Asphalt,10,2,346,Thunderstorm,Night_Dark,8.5,Moderate
SC5716,Urban,Mud,11,7,117,Foggy,Night_Dark,5.72,Moderate
SC5717,Urban,Mud,14,4,91,Clear,Night_Streetlights,7.99,Moderate
SC5718,Urban,Mud,11,7,171,Foggy,Dawn,11.85,Moderate
SC5719,Urban,Dirt,8,3,153,Foggy,Dawn,6.45,Moderate
SC5720,Rural,Gravel,14,13,213,Rainy,Daylight,5.13,Extreme
SC5721,Rural,Asphalt,5,0,332,Thunderstorm,Night_Streetlights,11.14,Moderate
SC5722,Rural,Gravel,9,3,197,Mist,Night_Dark,4.64,Moderate
SC5723,Urban,Asphalt,5,5,392,Thunderstorm,Night_Dark,10.11,Moderate
SC5724,Urban,Mud,6,6,134,Foggy,Dusk,9.29,Moderate
SC5725,Rural,Mud,10,5,251,Rainy,Night_Streetlights,6.86,Moderate
SC5726,Urban,Gravel,16,13,317,Rainy,Dawn,4.95,Extreme
SC5727,Urban,Gravel,19,0,147,Cloudy,Dawn,6.11,Moderate
SC5728,Urban,Dirt,11,3,91,Mist,Night_Streetlights,3.0,Moderate
SC5729,Rural,Asphalt,8,5,123,Mist,Dawn,9.44,Moderate
SC5730,Urban,Asphalt,8,3,185,Rainy,Daylight,8.85,Moderate
SC5731,Rural,Concrete,7,7,122,Rainy,Night_Dark,9.74,Moderate
SC5732,Rural,Concrete,5,3,124,Foggy,Daylight,10.11,Low
SC5733,Urban,Mud,14,14,47,Clear,Dawn,7.17,Severe
SC5734,Rural,Asphalt,17,5,119,Cloudy,Dawn,6.49,Moderate
SC5735,Urban,Gravel,13,7,142,Drizzle,Night_Streetlights,3.47,Moderate
SC5736,Urban,Gravel,15,4,397,Thunderstorm,Night_Streetlights,8.61,Severe
SC5737,Rural,Asphalt,17,14,159,Mist,Daylight,8.36,Extreme
SC5738,Urban,Concrete,10,0,409,Thunderstorm,Night_Streetlights,5.46,Moderate
SC5739,Urban,Mud,15,10,252,Thunderstorm,Daylight,11.2,Severe
SC5740,Urban,Mud,18,17,167,Foggy,Night_Dark,4.78,Extreme
SC5741,Rural,Dirt,7,7,113,Mist,Night_Streetlights,4.94,Moderate
SC5742,Urban,Concrete,6,5,172,Drizzle,Dusk,11.04,Moderate
SC5743,Rural,Gravel,13,0,264,Rainy,Night_Streetlights,9.87,Moderate
SC5744,Urban,Asphalt,20,10,156,Mist,Night_Streetlights,9.36,Severe
SC5745,Urban,Concrete,12,4,80,Clear,Dawn,2.78,Moderate
SC5746,Rural,Asphalt,6,3,160,Mist,Night_Dark,6.79,Moderate
SC5747,Urban,Mud,13,6,341,Thunderstorm,Dusk,5.09,Severe
SC5748,Urban,Gravel,6,2,4,Clear,Dawn,2.22,Low
SC5749,Rural,Dirt,13,9,368,Thunderstorm,Dusk,5.85,Severe
SC5750,Rural,Concrete,19,11,101,Mist,Night_Dark,5.61,Severe
SC5751,Rural,Asphalt,9,4,201,Foggy,Night_Dark,6.25,Moderate
SC5752,Rural,Gravel,7,3,255,Rainy,Dawn,2.4,Moderate
SC5753,Rural,Dirt,7,1,101,Mist,Dawn,8.68,Low
SC5754,Rural,Asphalt,16,1,110,Drizzle,Daylight,5.68,Low
SC5755,Urban,Gravel,8,5,85,Drizzle,Daylight,6.39,Moderate
SC5756,Rural,Asphalt,18,8,203,Drizzle,Dawn,11.49,Severe
SC5757,Rural,Dirt,6,5,108,Cloudy,Dawn,9.77,Moderate
SC5758,Urban,Concrete,19,12,60,Clear,Night_Dark,2.58,Severe
SC5759,Rural,Gravel,18,16,185,Rainy,Dawn,11.21,Extreme
SC5760,Rural,Gravel,14,5,229,Foggy,Night_Streetlights,8.07,Moderate
SC5761,Rural,Concrete,7,3,103,Mist,Dusk,7.08,Low
SC5762,Urban,Asphalt,19,4,319,Thunderstorm,Daylight,11.42,Severe
SC5763,Rural,Gravel,10,9,138,Mist,Night_Dark,9.48,Moderate
SC5764,Urban,Gravel,14,8,196,Mist,Dusk,11.21,Severe
SC5765,Urban,Gravel,14,6,43,Clear,Night_Dark,10.51,Moderate
SC5766,Rural,Mud,9,4,263,Rainy,Daylight,9.41,Moderate
SC5767,Rural,Mud,20,7,222,Foggy,Dawn,5.97,Severe
SC5768,Rural,Dirt,20,6,365,Thunderstorm,Dusk,7.31,Severe
SC5769,Urban,Gravel,16,3,105,Drizzle,Daylight,10.55,Moderate
SC5770,Urban,Dirt,19,9,233,Rainy,Daylight,6.35,Severe
SC5771,Rural,Dirt,6,5,276,Rainy,Night_Streetlights,2.82,Moderate
SC5772,Urban,Asphalt,17,8,112,Drizzle,Daylight,5.43,Moderate
SC5773,Urban,Mud,18,18,63,Clear,Night_Streetlights,10.45,Extreme
SC5774,Rural,Asphalt,15,3,126,Rainy,Night_Streetlights,8.28,Moderate
SC5775,Urban,Dirt,18,15,261,Thunderstorm,Night_Dark,8.62,Extreme
SC5776,Rural,Gravel,8,4,128,Rainy,Night_Streetlights,5.55,Moderate
SC5777,Rural,Dirt,16,0,89,Clear,Daylight,2.86,Low
SC5778,Rural,Gravel,14,0,217,Drizzle,Night_Dark,5.21,Moderate
SC5779,Urban,Gravel,11,7,146,Drizzle,Night_Streetlights,11.5,Moderate
SC5780,Rural,Gravel,15,15,179,Drizzle,Dusk,11.42,Extreme
SC5781,Urban,Dirt,13,2,50,Cloudy,Dusk,9.09,Low
SC5782,Urban,Gravel,11,0,215,Foggy,Dusk,3.61,Low
SC5783,Urban,Dirt,20,12,246,Foggy,Daylight,5.27,Extreme
SC5784,Rural,Mud,13,13,20,Clear,Night_Dark,9.35,Severe
SC5785,Rural,Dirt,18,13,78,Clear,Daylight,7.4,Severe
SC5786,Rural,Concrete,13,8,164,Rainy,Dusk,8.41,Moderate
SC5787,Rural,Mud,6,0,173,Cloudy,Dusk,8.03,Low
SC5788,Urban,Dirt,12,7,246,Rainy,Dusk,10.71,Moderate
SC5789,Rural,Dirt,20,3,157,Cloudy,Dusk,11.94,Moderate
SC5790,Urban,Mud,17,6,209,Foggy,Dawn,7.82,Moderate
SC5791,Rural,Asphalt,15,5,338,Thunderstorm,Daylight,2.36,Severe
SC5792,Urban,Dirt,20,16,95,Drizzle,Night_Streetlights,6.8,Extreme
SC5793,Urban,Mud,20,1,55,Cloudy,Dawn,7.24,Low
SC5794,Urban,Concrete,5,1,303,Thunderstorm,Dusk,11.47,Moderate
SC5795,Rural,Dirt,18,18,94,Cloudy,Daylight,9.58,Extreme
SC5796,Rural,Gravel,5,0,89,Clear,Night_Dark,5.79,Low
SC5797,Rural,Mud,8,1,144,Foggy,Night_Dark,7.72,Low
SC5798,Rural,Gravel,12,1,107,Drizzle,Dawn,7.42,Low
SC5799,Rural,Mud,13,6,191,Foggy,Dawn,7.9,Moderate
SC5800,Urban,Asphalt,5,1,185,Mist,Daylight,4.3,Low
SC5801,Rural,Asphalt,18,13,248,Foggy,Night_Streetlights,4.54,Extreme
SC5802,Rural,Concrete,11,11,373,Thunderstorm,Daylight,5.57,Extreme
SC5803,Urban,Gravel,14,6,162,Foggy,Night_Dark,6.74,Moderate
SC5804,Urban,Dirt,15,1,142,Drizzle,Night_Dark,2.1,Moderate
SC5805,Rural,Concrete,7,7,267,Rainy,Daylight,4.04,Moderate
SC5806,Rural,Asphalt,6,6,134,Cloudy,Dusk,5.53,Moderate
SC5807,Rural,Concrete,9,4,287,Rainy,Night_Dark,8.34,Moderate
SC5808,Urban,Mud,9,6,151,Mist,Night_Streetlights,9.19,Moderate
SC5809,Urban,Dirt,13,13,156,Mist,Night_Dark,2.79,Severe
SC5810,Rural,Concrete,20,15,185,Rainy,Daylight,6.98,Extreme
SC5811,Rural,Mud,6,2,104,Foggy,Dawn,6.43,Low
SC5812,Rural,Concrete,17,10,296,Thunderstorm,Night_Dark,10.35,Extreme
SC5813,Urban,Gravel,20,7,89,Mist,Dusk,8.66,Moderate
SC5814,Urban,Asphalt,5,2,9,Clear,Dusk,9.04,Low
SC5815,Rural,Asphalt,7,2,402,Thunderstorm,Dawn,9.76,Moderate
SC5816,Urban,Gravel,19,1,487,Thunderstorm,Daylight,3.8,Severe
SC5817,Rural,Gravel,14,9,201,Foggy,Dawn,4.22,Severe
SC5818,Rural,Gravel,11,5,26,Clear,Dawn,11.03,Moderate
SC5819,Urban,Asphalt,14,5,50,Clear,Dusk,6.43,Moderate
SC5820,Urban,Concrete,20,1,427,Thunderstorm,Daylight,2.46,Moderate
SC5821,Rural,Asphalt,11,1,195,Drizzle,Night_Dark,5.59,Moderate
SC5822,Rural,Asphalt,10,1,163,Cloudy,Dawn,4.13,Low
SC5823,Urban,Concrete,20,20,418,Thunderstorm,Night_Dark,2.44,Extreme
SC5824,Urban,Asphalt,10,6,100,Mist,Dusk,2.77,Moderate
SC5825,Urban,Mud,13,0,250,Thunderstorm,Daylight,6.16,Moderate
SC5826,Rural,Concrete,18,12,93,Drizzle,Dusk,3.71,Severe
SC5827,Urban,Gravel,15,1,150,Drizzle,Daylight,10.29,Moderate
SC5828,Urban,Asphalt,5,0,494,Thunderstorm,Night_Dark,5.03,Moderate
SC5829,Urban,Asphalt,7,1,163,Drizzle,Daylight,8.11,Low
SC5830,Urban,Dirt,20,12,403,Thunderstorm,Daylight,9.8,Extreme
SC5831,Rural,Gravel,18,13,132,Rainy,Night_Dark,10.47,Extreme
SC5832,Rural,Gravel,15,15,209,Rainy,Daylight,2.08,Extreme
SC5833,Urban,Gravel,17,8,64,Cloudy,Dusk,5.87,Moderate
SC5834,Rural,Gravel,20,10,468,Thunderstorm,Dawn,4.58,Extreme
SC5835,Urban,Asphalt,8,1,196,Rainy,Night_Streetlights,7.62,Low
SC5836,Rural,Asphalt,5,0,72,Clear,Dusk,6.99,Low
SC5837,Rural,Gravel,10,6,245,Rainy,Dawn,9.38,Moderate
SC5838,Rural,Dirt,13,11,37,Clear,Dusk,2.91,Moderate
SC5839,Rural,Gravel,13,12,98,Mist,Daylight,9.49,Severe
SC5840,Urban,Dirt,6,5,188,Foggy,Night_Dark,10.48,Moderate
SC5841,Rural,Asphalt,12,7,421,Thunderstorm,Dawn,7.12,Severe
SC5842,Urban,Dirt,13,9,233,Rainy,Night_Dark,2.43,Severe
SC5843,Rural,Concrete,8,4,19,Clear,Night_Streetlights,10.74,Low
SC5844,Rural,Asphalt,7,7,287,Rainy,Night_Dark,2.11,Moderate
SC5845,Urban,Dirt,18,11,200,Drizzle,Daylight,3.54,Severe
SC5846,Rural,Concrete,8,0,200,Rainy,Night_Streetlights,4.52,Low
SC5847,Urban,Dirt,5,3,190,Drizzle,Dawn,2.14,Moderate
SC5848,Rural,Dirt,5,0,480,Thunderstorm,Dawn,6.49,Moderate
SC5849,Rural,Dirt,14,5,142,Cloudy,Night_Dark,6.57,Moderate
SC5850,Rural,Asphalt,6,3,229,Rainy,Night_Streetlights,6.88,Moderate
SC5851,Urban,Asphalt,12,4,400,Thunderstorm,Daylight,10.64,Severe
SC5852,Urban,Gravel,9,1,46,Clear,Night_Dark,3.58,Low
SC5853,Rural,Concrete,12,3,208,Foggy,Night_Streetlights,11.54,Moderate
SC5854,Rural,Dirt,8,2,425,Thunderstorm,Dawn,9.7,Moderate
SC5855,Rural,Gravel,19,12,401,Thunderstorm,Dusk,9.35,Extreme
SC5856,Urban,Mud,10,5,96,Clear,Daylight,6.05,Moderate
SC5857,Urban,Concrete,18,3,103,Foggy,Daylight,10.6,Moderate
SC5858,Urban,Mud,20,1,67,Cloudy,Dusk,10.5,Low
SC5859,Urban,Concrete,12,7,87,Mist,Night_Streetlights,4.26,Moderate
SC5860,Rural,Gravel,8,5,131,Foggy,Dusk,5.91,Moderate
SC5861,Urban,Dirt,9,9,223,Rainy,Night_Streetlights,10.76,Severe
SC5862,Rural,Gravel,17,1,283,Thunderstorm,Daylight,9.81,Moderate
SC5863,Rural,Concrete,11,2,115,Foggy,Night_Streetlights,8.19,Low
SC5864,Rural,Concrete,16,1,456,Thunderstorm,Dusk,7.5,Moderate
SC5865,Rural,Asphalt,5,4,212,Foggy,Dusk,7.59,Moderate
SC5866,Urban,Dirt,20,3,459,Thunderstorm,Night_Dark,10.4,Severe
SC5867,Rural,Concrete,6,5,0,Clear,Dawn,6.37,Low
SC5868,Rural,Gravel,12,11,244,Foggy,Dusk,4.31,Severe
SC5869,Urban,Asphalt,6,1,160,Drizzle,Night_Streetlights,10.37,Low
SC5870,Urban,Dirt,20,1,129,Mist,Night_Dark,4.76,Moderate
SC5871,Rural,Concrete,5,2,152,Drizzle,Night_Dark,6.67,Low
SC5872,Urban,Mud,12,0,113,Mist,Dusk,6.7,Low
SC5873,Rural,Concrete,5,1,188,Mist,Night_Dark,6.55,Low
SC5874,Rural,Gravel,5,5,98,Clear,Daylight,2.48,Moderate
SC5875,Urban,Asphalt,15,15,184,Foggy,Night_Dark,4.99,Extreme
SC5876,Urban,Concrete,10,7,178,Foggy,Dusk,2.24,Moderate
SC5877,Urban,Concrete,5,3,141,Foggy,Dusk,5.44,Low
SC5878,Urban,Concrete,9,8,46,Clear,Dusk,2.73,Moderate
SC5879,Urban,Gravel,15,5,32,Clear,Daylight,6.68,Moderate
SC5880,Rural,Asphalt,20,11,103,Foggy,Night_Dark,9.2,Severe
SC5881,Urban,Asphalt,8,8,412,Thunderstorm,Night_Dark,4.67,Severe
SC5882,Urban,Mud,14,1,112,Drizzle,Dawn,2.22,Low
SC5883,Rural,Asphalt,13,11,175,Drizzle,Dawn,2.68,Severe
SC5884,Urban,Dirt,20,13,87,Cloudy,Daylight,9.85,Severe
SC5885,Rural,Dirt,19,19,171,Rainy,Daylight,2.42,Extreme
SC5886,Rural,Concrete,6,3,63,Cloudy,Daylight,5.67,Low
SC5887,Rural,Concrete,19,2,288,Thunderstorm,Dawn,5.02,Moderate
SC5888,Urban,Asphalt,14,9,142,Rainy,Daylight,3.37,Severe
SC5889,Urban,Gravel,18,12,248,Foggy,Daylight,4.87,Extreme
SC5890,Rural,Concrete,18,11,129,Drizzle,Daylight,2.84,Severe
SC5891,Rural,Gravel,13,5,133,Mist,Night_Dark,7.52,Moderate
SC5892,Rural,Asphalt,15,3,37,Clear,Night_Dark,5.81,Low
SC5893,Urban,Concrete,20,13,158,Foggy,Night_Streetlights,4.4,Extreme
SC5894,Urban,Asphalt,13,2,103,Cloudy,Dawn,4.41,Low
SC5895,Urban,Concrete,17,0,98,Clear,Night_Dark,3.45,Low
SC5896,Urban,Asphalt,13,0,126,Rainy,Dawn,9.78,Low
SC5897,Rural,Concrete,14,7,130,Rainy,Night_Streetlights,10.12,Moderate
SC5898,Rural,Concrete,19,10,61,Clear,Daylight,9.34,Severe
SC5899,Rural,Mud,18,16,127,Rainy,Daylight,5.57,Extreme
SC5900,Urban,Dirt,9,3,148,Foggy,Dawn,10.83,Moderate
SC5901,Rural,Asphalt,10,4,59,Clear,Dawn,7.0,Moderate
SC5902,Rural,Dirt,17,4,13,Clear,Night_Dark,2.03,Moderate
SC5903,Rural,Mud,17,14,385,Thunderstorm,Daylight,11.35,Extreme
SC5904,Urban,Concrete,17,0,123,Rainy,Night_Dark,5.78,Low
SC5905,Urban,Dirt,6,2,91,Cloudy,Night_Streetlights,5.69,Low
SC5906,Rural,Mud,5,3,259,Rainy,Dusk,9.76,Moderate
SC5907,Urban,Dirt,8,7,163,Cloudy,Dusk,2.08,Moderate
SC5908,Urban,Asphalt,11,4,243,Foggy,Dawn,9.25,Moderate
SC5909,Rural,Mud,13,8,138,Mist,Dusk,7.51,Moderate
SC5910,Rural,Asphalt,11,4,206,Foggy,Daylight,11.0,Moderate
SC5911,Rural,Gravel,9,6,87,Mist,Night_Streetlights,3.83,Moderate
SC5912,Urban,Concrete,5,3,170,Mist,Night_Dark,6.22,Moderate
SC5913,Rural,Dirt,20,20,87,Clear,Dusk,5.04,Extreme
SC5914,Rural,Asphalt,5,5,107,Mist,Night_Dark,6.45,Moderate
SC5915,Rural,Concrete,19,3,96,Mist,Daylight,6.18,Moderate
SC5916,Rural,Mud,7,5,100,Clear,Dusk,11.55,Moderate
SC5917,Urban,Dirt,11,11,69,Cloudy,Night_Streetlights,4.84,Severe
SC5918,Urban,Concrete,15,12,285,Thunderstorm,Night_Streetlights,4.7,Extreme
SC5919,Rural,Mud,12,3,186,Mist,Dusk,3.11,Moderate
SC5920,Urban,Mud,6,2,286,Rainy,Daylight,10.64,Moderate
SC5921,Rural,Dirt,6,4,199,Rainy,Daylight,10.25,Moderate
SC5922,Rural,Dirt,13,0,177,Mist,Night_Streetlights,3.15,Low
SC5923,Rural,Dirt,17,4,109,Drizzle,Night_Streetlights,8.0,Moderate
SC5924,Rural,Dirt,15,4,330,Thunderstorm,Night_Streetlights,11.03,Moderate
SC5925,Urban,Gravel,18,12,196,Drizzle,Dusk,3.75,Extreme
SC5926,Urban,Concrete,9,6,240,Rainy,Daylight,8.16,Moderate
SC5927,Rural,Asphalt,8,5,179,Mist,Dawn,4.6,Moderate
SC5928,Urban,Concrete,18,17,254,Rainy,Daylight,4.19,Extreme
SC5929,Urban,Concrete,17,4,289,Thunderstorm,Daylight,5.58,Moderate
SC5930,Rural,Gravel,18,5,152,Mist,Night_Dark,6.12,Moderate
SC5931,Urban,Dirt,16,12,47,Clear,Daylight,6.97,Severe
SC5932,Urban,Mud,11,7,120,Foggy,Dusk,9.06,Moderate
SC5933,Urban,Mud,20,7,280,Rainy,Daylight,5.66,Severe
SC5934,Urban,Dirt,9,6,52,Clear,Dawn,10.62,Moderate
SC5935,Urban,Dirt,7,4,109,Foggy,Night_Streetlights,7.67,Moderate
SC5936,Urban,Asphalt,8,6,50,Clear,Night_Dark,5.56,Moderate
SC5937,Rural,Mud,14,14,143,Drizzle,Dusk,2.39,Extreme
SC5938,Rural,Asphalt,17,4,225,Foggy,Dusk,9.27,Moderate
SC5939,Urban,Concrete,10,2,123,Mist,Dusk,8.65,Low
SC5940,Rural,Mud,6,3,179,Mist,Daylight,11.58,Moderate
SC5941,Urban,Concrete,16,12,265,Rainy,Night_Streetlights,10.87,Extreme
SC5942,Rural,Asphalt,17,2,15,Clear,Night_Dark,10.14,Low
SC5943,Urban,Asphalt,5,5,98,Mist,Dusk,5.58,Moderate
SC5944,Rural,Asphalt,9,7,187,Drizzle,Daylight,11.08,Moderate
SC5945,Urban,Gravel,14,12,185,Drizzle,Night_Dark,5.38,Severe
SC5946,Rural,Dirt,11,4,63,Clear,Dusk,10.89,Moderate
SC5947,Urban,Gravel,5,1,65,Clear,Night_Streetlights,5.74,Low
SC5948,Rural,Mud,20,10,141,Cloudy,Night_Dark,8.0,Severe
SC5949,Rural,Mud,10,0,146,Drizzle,Night_Dark,9.24,Low
SC5950,Rural,Gravel,10,3,62,Cloudy,Night_Dark,10.06,Low
SC5951,Rural,Asphalt,5,5,143,Drizzle,Daylight,8.27,Moderate
SC5952,Rural,Concrete,14,10,318,Rainy,Dusk,4.87,Severe
SC5953,Urban,Concrete,16,14,234,Foggy,Dusk,6.29,Extreme
SC5954,Rural,Dirt,14,13,194,Mist,Dawn,6.72,Extreme
SC5955,Urban,Dirt,13,9,203,Drizzle,Night_Streetlights,3.5,Severe
SC5956,Urban,Mud,8,0,132,Mist,Dusk,6.51,Low
SC5957,Urban,Asphalt,19,17,37,Clear,Night_Dark,4.92,Extreme
SC5958,Urban,Concrete,12,1,197,Foggy,Night_Dark,8.36,Moderate
SC5959,Urban,Concrete,9,6,141,Cloudy,Night_Dark,7.06,Moderate
SC5960,Rural,Mud,10,4,382,Thunderstorm,Dawn,7.92,Moderate
SC5961,Rural,Asphalt,20,18,153,Mist,Dusk,7.68,Extreme
SC5962,Rural,Gravel,16,12,139,Cloudy,Dusk,11.61,Severe
SC5963,Urban,Concrete,13,4,94,Drizzle,Daylight,9.17,Moderate
SC5964,Urban,Dirt,18,6,118,Foggy,Dawn,11.4,Moderate
SC5965,Rural,Concrete,12,5,215,Foggy,Dusk,7.4,Moderate
SC5966,Rural,Gravel,20,6,131,Foggy,Dawn,3.56,Moderate
SC5967,Urban,Concrete,7,2,130,Mist,Dawn,5.09,Low
SC5968,Urban,Concrete,7,5,112,Mist,Night_Dark,4.63,Moderate
SC5969,Urban,Dirt,19,1,374,Thunderstorm,Night_Streetlights,2.58,Moderate
SC5970,Rural,Asphalt,16,0,81,Clear,Night_Dark,6.02,Low
SC5971,Rural,Concrete,10,7,131,Mist,Daylight,3.79,Moderate
SC5972,Urban,Gravel,15,14,89,Cloudy,Night_Streetlights,2.03,Severe
SC5973,Urban,Dirt,6,3,211,Drizzle,Night_Streetlights,8.22,Moderate
SC5974,Rural,Concrete,20,15,184,Foggy,Night_Dark,3.63,Extreme
SC5975,Rural,Concrete,17,3,457,Thunderstorm,Daylight,7.19,Severe
SC5976,Rural,Gravel,12,8,172,Drizzle,Dawn,6.52,Moderate
SC5977,Urban,Mud,17,4,104,Foggy,Daylight,3.01,Moderate
SC5978,Urban,Gravel,15,5,203,Drizzle,Night_Dark,11.29,Moderate
SC5979,Rural,Dirt,15,7,24,Clear,Dusk,11.61,Moderate
SC5980,Rural,Asphalt,7,3,176,Foggy,Daylight,10.17,Moderate
SC5981,Rural,Gravel,18,3,59,Clear,Night_Dark,5.79,Moderate
SC5982,Urban,Asphalt,5,0,21,Clear,Dawn,6.99,Low
SC5983,Rural,Dirt,16,16,165,Mist,Night_Dark,11.15,Extreme
SC5984,Urban,Dirt,16,3,412,Thunderstorm,Dawn,3.25,Severe
SC5985,Urban,Gravel,18,6,124,Foggy,Dawn,8.14,Moderate
SC5986,Rural,Asphalt,17,6,93,Cloudy,Night_Streetlights,9.3,Moderate
SC5987,Urban,Dirt,14,10,187,Mist,Night_Streetlights,9.93,Severe
SC5988,Urban,Concrete,20,10,169,Rainy,Night_Dark,2.89,Severe
SC5989,Urban,Gravel,11,8,142,Mist,Dusk,3.34,Moderate
SC5990,Rural,Asphalt,11,11,104,Drizzle,Night_Streetlights,5.1,Severe
SC5991,Rural,Gravel,13,12,180,Mist,Night_Dark,9.99,Severe
SC5992,Rural,Mud,15,12,102,Mist,Dusk,8.33,Severe
SC5993,Rural,Concrete,9,7,57,Clear,Night_Dark,11.41,Moderate
SC5994,Rural,Asphalt,18,16,204,Rainy,Daylight,2.06,Extreme
SC5995,Urban,Dirt,9,5,102,Drizzle,Dawn,8.46,Moderate
SC5996,Urban,Asphalt,18,14,83,Cloudy,Dawn,11.97,Extreme
SC5997,Rural,Dirt,13,4,195,Foggy,Dawn,6.14,Moderate
SC5998,Rural,Asphalt,19,12,453,Thunderstorm,Night_Streetlights,2.1,Extreme
SC5999,Rural,Asphalt,12,4,0,Clear,Dusk,9.69,Low
SC6000,Urban,Asphalt,15,14,216,Rainy,Dusk,8.94,Extreme
SC6001,Rural,Dirt,16,14,169,Rainy,Night_Streetlights,9.25,Extreme
SC6002,Rural,Mud,7,0,206,Rainy,Dusk,2.03,Low
SC6003,Rural,Mud,9,3,162,Foggy,Dawn,2.55,Moderate
SC6004,Rural,Gravel,8,4,429,Thunderstorm,Daylight,6.85,Moderate
SC6005,Rural,Asphalt,17,10,306,Thunderstorm,Dawn,10.5,Extreme
SC6006,Urban,Dirt,15,6,448,Thunderstorm,Dawn,10.75,Severe
SC6007,Urban,Gravel,5,3,235,Foggy,Night_Dark,2.7,Moderate
SC6008,Urban,Dirt,6,4,196,Foggy,Daylight,3.11,Moderate
SC6009,Rural,Asphalt,18,12,15,Clear,Dawn,5.97,Severe
SC6010,Urban,Asphalt,6,2,267,Rainy,Night_Streetlights,2.59,Moderate
SC6011,Urban,Asphalt,20,14,275,Rainy,Night_Dark,6.31,Extreme
SC6012,Urban,Concrete,14,6,213,Foggy,Night_Dark,2.32,Moderate
SC6013,Rural,Mud,19,8,158,Mist,Dawn,6.2,Severe
SC6014,Urban,Asphalt,12,0,175,Cloudy,Night_Dark,7.41,Low
SC6015,Rural,Gravel,9,4,319,Rainy,Night_Dark,4.17,Moderate
SC6016,Rural,Gravel,18,5,214,Foggy,Night_Streetlights,11.87,Moderate
SC6017,Urban,Mud,5,0,152,Mist,Daylight,9.13,Low
SC6018,Rural,Asphalt,15,11,84,Drizzle,Night_Streetlights,3.16,Severe
SC6019,Urban,Concrete,9,1,136,Rainy,Night_Streetlights,10.35,Low
SC6020,Rural,Dirt,7,4,254,Thunderstorm,Night_Dark,7.36,Moderate
SC6021,Urban,Mud,14,9,110,Drizzle,Night_Streetlights,8.41,Moderate
SC6022,Urban,Dirt,6,4,191,Rainy,Dusk,8.7,Moderate
SC6023,Urban,Concrete,16,13,161,Mist,Dawn,4.36,Extreme
SC6024,Urban,Mud,8,1,343,Thunderstorm,Daylight,3.06,Moderate
SC6025,Urban,Asphalt,5,0,190,Rainy,Night_Dark,11.03,Low
SC6026,Urban,Mud,14,4,147,Drizzle,Night_Streetlights,2.6,Moderate
SC6027,Urban,Gravel,12,9,145,Drizzle,Dawn,11.08,Moderate
SC6028,Urban,Dirt,10,6,452,Thunderstorm,Dawn,10.42,Severe
SC6029,Urban,Mud,18,1,81,Clear,Night_Dark,6.23,Low
SC6030,Urban,Mud,14,13,270,Thunderstorm,Dusk,6.29,Extreme
SC6031,Rural,Dirt,20,14,87,Clear,Dawn,3.52,Extreme
SC6032,Rural,Mud,18,15,62,Cloudy,Dawn,7.57,Extreme
SC6033,Rural,Asphalt,16,4,115,Mist,Night_Dark,11.99,Moderate
SC6034,Rural,Asphalt,20,18,182,Foggy,Night_Streetlights,9.02,Extreme
SC6035,Rural,Concrete,12,0,25,Clear,Dawn,2.84,Low
SC6036,Rural,Asphalt,16,13,22,Clear,Night_Streetlights,9.73,Severe
SC6037,Rural,Gravel,18,8,162,Mist,Night_Streetlights,11.6,Severe
SC6038,Rural,Mud,11,2,192,Foggy,Dusk,2.75,Moderate
SC6039,Urban,Mud,9,6,29,Clear,Dawn,4.12,Moderate
SC6040,Urban,Mud,20,15,64,Cloudy,Night_Streetlights,7.32,Extreme
SC6041,Rural,Mud,18,16,294,Thunderstorm,Daylight,4.35,Extreme
SC6042,Rural,Gravel,13,4,217,Drizzle,Daylight,9.88,Moderate
SC6043,Urban,Asphalt,8,1,180,Foggy,Dawn,8.48,Low
SC6044,Rural,Gravel,13,12,145,Rainy,Night_Dark,8.72,Severe
SC6045,Urban,Gravel,16,11,113,Cloudy,Night_Dark,3.57,Severe
SC6046,Rural,Concrete,11,9,206,Drizzle,Dawn,4.42,Severe
SC6047,Rural,Dirt,9,3,87,Cloudy,Dusk,4.79,Low
SC6048,Urban,Gravel,16,15,73,Clear,Daylight,10.86,Extreme
SC6049,Rural,Gravel,5,3,100,Cloudy,Night_Dark,10.86,Low
SC6050,Urban,Gravel,13,13,88,Clear,Night_Streetlights,5.26,Severe
SC6051,Urban,Gravel,10,9,154,Drizzle,Night_Dark,2.42,Moderate
SC6052,Urban,Mud,10,5,188,Foggy,Night_Streetlights,7.22,Moderate
SC6053,Urban,Concrete,5,3,474,Thunderstorm,Night_Streetlights,9.53,Moderate
