scenario_id,road_environment,road_type,weather,lighting,vehicle_speed,true_depth,water_depth,true_ntu,ntu,severity,lidar,lidar_error,R_lidar,ultrasonic,ultrasonic_error,surface_echo,bottom_echo,R_ultrasonic,radar,radar_error,snr,rcs,clutter_probability,R_radar,imu_pitch,imu_roll,imu_acceleration,R_imu,water_state,R_water,water_contact
SC4351,Urban,Gravel,Thunderstorm,Dawn,7.35,17,10,477,484.8,Extreme,18.19,1.19,0.25266772332286597,17.09,0.09,0.4,0.6,0.49123845184678905,16.85,-0.15,18.44,0.6703200460356393,0.3,0.8482523590427757,8.237,3.529,9.391,0.965,Flooded Pothole,0.95,True
SC4352,Rural,Dirt,Drizzle,Night_Dark,4.43,11,9,123,118.43,Moderate,11.54,0.54,0.47735826039273055,11.07,0.07,0.38,0.62,0.5127146630448847,10.58,-0.42,19.26,0.697676326071031,0.254,0.8705538367391281,5.518,0.642,10.409,0.968,Flooded Pothole,0.95,True
SC4353,Urban,Gravel,Thunderstorm,Night_Dark,7.25,20,5,286,288.07,Severe,20.22,0.22,0.4444525406143311,20.05,0.05,0.3,0.7,0.6024955834975404,19.72,-0.28,22.84,0.8187307530779818,0.208,0.9342885745927434,1.248,2.209,9.263,0.962,Flooded Pothole,0.95,True
SC4354,Urban,Gravel,Mist,Dusk,5.16,15,8,125,130.17,Moderate,15.34,0.34,0.49249449307801,15.05,0.05,0.36,0.64,0.5345729353032141,14.89,-0.11,20.43,0.7261490370736909,0.236,0.8915791356569347,4.175,3.343,9.788,0.972,Flooded Pothole,0.95,True
SC4355,Urban,Asphalt,Foggy,Dawn,11.19,18,0,154,142.49,Moderate,18.3,0.3,0.7203745456058235,18.27,0.27,0.0,1.0,1.0,17.86,-0.14,28.59,1.0,0.078,0.9985205260155366,1.994,0.254,9.155,0.966,Dry,0.98,False
SC4356,Urban,Mud,Thunderstorm,Daylight,7.61,18,15,388,390.2,Extreme,19.86,1.86,0.2289343494852461,3.0,-15.0,0.5,0.5,0.38940039153570244,17.6,-0.4,11.69,0.5488116360940265,0.3,0.38325799539677596,8.613,2.263,10.705,0.958,Flooded Pothole,0.95,True
SC4357,Rural,Concrete,Cloudy,Night_Streetlights,7.32,11,2,111,105.85,Low,10.93,-0.07,0.6911765421015369,10.95,-0.05,0.24,0.76,0.6740595319050396,10.87,-0.13,26.43,0.9231163463866358,0.111,0.9738252534499447,0.499,2.212,9.16,0.972,Shallow Puddle,0.9,True
SC4358,Rural,Asphalt,Mist,Daylight,5.64,18,8,136,136.37,Severe,18.45,0.45,0.48763310008188687,17.79,-0.21,0.36,0.64,0.5345729353032141,18.08,0.08,19.83,0.7261490370736909,0.237,0.8870438405309363,-0.582,2.754,10.603,0.976,Flooded Pothole,0.95,True
SC4359,Rural,Gravel,Rainy,Dusk,4.66,18,15,302,305.6,Extreme,19.12,1.12,0.26211812973089,17.92,-0.08,0.5,0.5,0.38940039153570244,18.47,0.47,13.99,0.5488116360940265,0.3,0.6065255349086566,-0.759,3.286,9.07,0.972,Flooded Pothole,0.95,True
SC4360,Urban,Dirt,Rainy,Dawn,4.28,9,0,222,218.0,Low,9.15,0.15,0.6383937646796806,8.97,-0.03,0.0,1.0,1.0,8.85,-0.15,31.35,1.0,0.094,0.9984400290050637,2.446,-0.057,9.762,0.965,Dry,0.98,False
SC4361,Rural,Dirt,Drizzle,Daylight,2.37,19,15,182,178.93,Extreme,18.32,-0.68,0.3210083961383345,3.14,-15.86,0.5,0.5,0.38940039153570244,19.36,0.36,13.89,0.5488116360940265,0.3,0.5982461773665632,-0.169,1.568,10.453,0.978,Flooded Pothole,0.95,True
SC4362,Rural,Gravel,Foggy,Dusk,3.11,5,4,126,122.41,Moderate,5.09,0.09,0.6090493378632287,0.86,-4.14,0.28,0.72,0.6259379294871402,4.78,-0.22,23.78,0.8521437889662113,0.154,0.9480857876252948,1.214,2.152,9.765,0.977,Flooded Pothole,0.95,True
SC4363,Rural,Gravel,Thunderstorm,Dawn,7.44,16,14,295,299.91,Extreme,16.86,0.86,0.27807734070728846,16.04,0.04,0.48,0.52,0.40904648775460783,15.6,-0.4,13.35,0.5712090638488149,0.3,0.55713347928681,5.913,4.712,9.875,0.963,Flooded Pothole,0.95,True
SC4364,Urban,Gravel,Mist,Night_Streetlights,7.39,7,1,133,121.48,Low,7.42,0.42,0.7086680902010962,7.04,0.04,0.22,0.78,0.42381367787810986,6.82,-0.18,31.22,0.9607894391523232,0.094,0.9865261868388834,-0.09,1.338,10.101,0.96,Shallow Puddle,0.9,True
SC4365,Urban,Asphalt,Drizzle,Night_Streetlights,2.76,5,1,176,167.02,Low,5.33,0.33,0.6588680448248933,5.08,0.08,0.22,0.78,0.42381367787810986,4.82,-0.18,28.74,0.9607894391523232,0.103,0.9862131482119856,-0.368,-0.041,10.084,0.982,Shallow Puddle,0.9,True
SC4366,Urban,Mud,Rainy,Dawn,9.09,15,10,206,197.82,Severe,13.68,-1.32,0.3999115025408566,4.68,-10.32,0.4,0.6,0.49123845184678905,14.85,-0.15,18.97,0.6703200460356393,0.29,0.8560864076888075,6.164,2.181,9.262,0.949,Flooded Pothole,0.95,True
SC4367,Rural,Gravel,Drizzle,Dusk,11.7,10,6,208,208.34,Moderate,10.34,0.34,0.4803001778605784,9.85,-0.15,0.32,0.68,0.5794577764970238,9.89,-0.11,21.41,0.7866278610665535,0.212,0.9188443423490114,1.372,1.428,9.978,0.942,Flooded Pothole,0.95,True
SC4368,Rural,Dirt,Thunderstorm,Daylight,11.89,20,14,272,265.88,Extreme,20.0,0.0,0.2936378716285168,6.02,-13.98,0.48,0.52,0.40904648775460783,19.83,-0.17,12.71,0.5712090638488149,0.3,0.49424799732076813,8.498,3.671,9.616,0.931,Flooded Pothole,0.95,True
SC4369,Urban,Asphalt,Drizzle,Dusk,10.48,15,8,166,169.47,Severe,15.08,0.08,0.4624799843718374,6.6,-8.4,0.36,0.64,0.5345729353032141,15.12,0.12,20.8,0.7261490370736909,0.244,0.8936350867989631,6.163,2.262,10.296,0.973,Flooded Pothole,0.95,True
SC4370,Rural,Gravel,Thunderstorm,Night_Streetlights,11.92,5,0,309,310.64,Low,5.3,0.3,0.550447332231673,5.07,0.07,0.0,1.0,1.0,5.0,0.0,33.59,1.0,0.112,0.9981757323234924,-1.017,1.17,10.357,0.928,Dry,0.98,False
SC4371,Urban,Asphalt,Foggy,Night_Streetlights,9.75,9,2,227,220.58,Moderate,8.9,-0.1,0.5752629720721072,7.29,-1.71,0.24,0.76,0.6740595319050396,9.54,0.54,27.85,0.9231163463866358,0.134,0.9737983122702453,-1.906,1.994,9.397,0.971,Shallow Puddle,0.9,True
SC4372,Rural,Concrete,Thunderstorm,Night_Dark,3.26,20,8,425,431.87,Extreme,19.53,-0.47,0.3039196262098628,12.4,-7.6,0.36,0.64,0.5345729353032141,20.53,0.53,21.35,0.7261490370736909,0.296,0.8952985084869369,0.847,3.379,9.04,0.981,Flooded Pothole,0.95,True
SC4373,Rural,Asphalt,Mist,Daylight,7.35,17,16,109,108.78,Extreme,17.12,0.12,0.34162282547289097,16.72,-0.28,0.52,0.48,0.3701047611857118,17.22,0.22,12.02,0.5272924240430485,0.3,0.4124834167842359,-0.211,0.621,9.607,0.978,Flooded Pothole,0.95,True
SC4374,Rural,Asphalt,Thunderstorm,Night_Streetlights,4.59,5,4,299,297.95,Moderate,5.7,0.7,0.4599120515781372,5.14,0.14,0.28,0.72,0.6259379294871402,5.03,0.03,24.12,0.8521437889662113,0.19,0.9478655466045594,0.258,2.147,10.013,0.981,Flooded Pothole,0.95,True
SC4375,Urban,Mud,Rainy,Dusk,2.7,6,4,149,151.21,Moderate,6.45,0.45,0.5816211431511641,2.2,-3.8,0.28,0.72,0.6259379294871402,6.15,0.15,23.16,0.8521437889662113,0.16,0.947032910070065,3.763,1.587,9.853,0.976,Flooded Pothole,0.95,True
SC4376,Rural,Dirt,Thunderstorm,Dawn,7.28,12,4,458,455.45,Severe,10.89,-1.11,0.3574642220636009,12.11,0.11,0.28,0.72,0.6259379294871402,11.95,-0.05,25.85,0.8521437889662113,0.221,0.9485832615190232,5.507,0.621,9.344,0.947,Flooded Pothole,0.95,True
SC4377,Rural,Gravel,Cloudy,Night_Streetlights,8.91,19,1,53,45.62,Low,19.54,0.54,0.8001212502389523,18.82,-0.18,0.22,0.78,0.42381367787810986,19.09,0.09,28.98,0.9607894391523232,0.079,0.9866371856397268,-0.863,3.627,10.092,0.943,Shallow Puddle,0.9,True
SC4378,Rural,Concrete,Foggy,Dusk,10.11,15,3,178,177.05,Moderate,15.09,0.09,0.5866775081427618,14.9,-0.1,0.26,0.74,0.6497906188812154,15.21,0.21,26.42,0.8869204367171575,0.145,0.961631351735965,-0.544,0.517,10.585,0.967,Shallow Puddle,0.9,True
SC4379,Rural,Mud,Drizzle,Dusk,4.94,17,13,164,157.65,Extreme,17.2,0.2,0.3670563134704205,4.04,-12.96,0.46,0.54,0.4290481453518004,17.54,0.54,13.59,0.5945205479701944,0.3,0.5862241439399757,-0.929,4.29,9.366,0.962,Flooded Pothole,0.95,True
SC4380,Rural,Asphalt,Thunderstorm,Dusk,5.43,18,4,371,371.12,Severe,18.79,0.79,0.40910149487327047,13.59,-4.41,0.28,0.72,0.6259379294871402,18.11,0.11,24.5,0.8521437889662113,0.204,0.947996312375764,2.735,3.503,9.176,0.975,Flooded Pothole,0.95,True
SC4381,Urban,Mud,Clear,Dawn,11.93,18,2,82,80.38,Moderate,18.85,0.85,0.719925172108478,15.94,-2.06,0.24,0.76,0.6740595319050396,18.1,0.1,28.68,0.9231163463866358,0.106,0.9743924820429364,7.344,4.777,10.089,0.924,Shallow Puddle,0.9,True
SC4382,Rural,Concrete,Drizzle,Night_Streetlights,7.85,14,11,161,155.1,Severe,13.35,-0.65,0.40731843657795724,3.25,-10.75,0.42,0.58,0.4701388626627085,13.74,-0.26,14.3,0.6440364210831414,0.3,0.6620063185658762,6.396,2.502,9.665,0.977,Flooded Pothole,0.95,True
SC4383,Rural,Concrete,Mist,Dawn,4.28,18,6,150,155.13,Moderate,17.81,-0.19,0.5229821215072937,11.77,-6.23,0.32,0.68,0.5794577764970238,18.38,0.38,20.31,0.7866278610665535,0.201,0.9130332606033701,1.521,1.34,9.546,0.979,Flooded Pothole,0.95,True
SC4384,Rural,Concrete,Drizzle,Night_Dark,2.53,20,2,91,84.72,Moderate,20.01,0.01,0.7149433286920311,17.93,-2.07,0.24,0.76,0.6740595319050396,19.88,-0.12,25.86,0.9231163463866358,0.107,0.97365620845121,6.864,4.051,10.882,0.981,Shallow Puddle,0.9,True
SC4385,Urban,Dirt,Rainy,Night_Dark,9.12,8,2,294,301.55,Moderate,8.31,0.31,0.5053621388859918,8.09,0.09,0.24,0.76,0.6740595319050396,7.98,-0.02,28.03,0.9231163463866358,0.15,0.9735506874061549,2.828,0.597,10.169,0.947,Shallow Puddle,0.9,True
SC4386,Rural,Gravel,Rainy,Night_Streetlights,10.56,7,3,130,134.66,Low,6.81,-0.19,0.6278487408776997,7.04,0.04,0.26,0.74,0.6497906188812154,7.11,0.11,28.72,0.8869204367171575,0.137,0.962254135259188,0.068,1.429,9.549,0.943,Shallow Puddle,0.9,True
SC4387,Rural,Mud,Foggy,Dusk,8.26,7,4,144,153.74,Moderate,7.27,0.27,0.5792714996506301,7.17,0.17,0.28,0.72,0.6259379294871402,6.54,-0.46,27.53,0.8521437889662113,0.161,0.9501851524819459,0.237,2.352,10.189,0.94,Flooded Pothole,0.95,True
SC4388,Rural,Concrete,Mist,Dusk,8.4,9,8,105,101.37,Moderate,9.23,0.23,0.5157196371599067,9.07,0.07,0.36,0.64,0.5345729353032141,8.97,-0.03,20.69,0.7261490370736909,0.23,0.8932694937785672,2.733,0.953,9.94,0.977,Flooded Pothole,0.95,True
SC4389,Urban,Dirt,Mist,Night_Dark,6.05,20,11,190,197.94,Severe,20.16,0.16,0.3803345571674034,19.84,-0.16,0.42,0.58,0.4701388626627085,20.45,0.45,17.59,0.6440364210831414,0.3,0.8214208297978306,9.065,3.575,9.875,0.964,Flooded Pothole,0.95,True
SC4390,Urban,Dirt,Mist,Daylight,10.85,6,1,133,142.61,Low,6.44,0.44,0.6851099107099805,5.8,-0.2,0.22,0.78,0.42381367787810986,6.09,0.09,27.32,0.9607894391523232,0.099,0.9860440976686775,4.803,-0.081,9.869,0.938,Shallow Puddle,0.9,True
SC4391,Rural,Dirt,Mist,Night_Streetlights,2.83,20,3,185,185.04,Moderate,20.17,0.17,0.5792251597842775,16.51,-3.49,0.26,0.74,0.6497906188812154,19.86,-0.14,29.71,0.8869204367171575,0.147,0.9621703903092611,-1.257,4.911,9.8,0.969,Flooded Pothole,0.95,True
SC4392,Urban,Mud,Mist,Dawn,10.9,19,1,166,167.19,Moderate,19.05,0.05,0.6586888570873378,19.27,0.27,0.22,0.78,0.42381367787810986,18.94,-0.06,28.66,0.9607894391523232,0.103,0.9862038243447434,1.29,3.541,9.24,0.928,Shallow Puddle,0.9,True
SC4393,Rural,Mud,Clear,Dawn,3.16,20,18,15,19.95,Extreme,20.31,0.31,0.35632216481914386,19.89,-0.11,0.56,0.44,0.3325448462405192,19.62,-0.38,6.98,0.4867522559599717,0.3,0.060233039818548315,3.41,1.167,9.382,0.973,Flooded Pothole,0.95,True
SC4394,Urban,Dirt,Clear,Dusk,5.82,17,8,32,32.79,Moderate,17.1,0.1,0.5755299560266361,17.32,0.32,0.36,0.64,0.5345729353032141,16.8,-0.2,22.5,0.7261490370736909,0.217,0.9003609168538558,4.421,0.688,9.945,0.964,Flooded Pothole,0.95,True
SC4395,Urban,Asphalt,Foggy,Night_Dark,6.57,12,0,247,248.1,Moderate,12.35,0.35,0.6083773184172176,12.11,0.11,0.0,1.0,1.0,11.67,-0.33,29.98,1.0,0.1,0.9982768490069743,-2.604,-0.697,10.12,0.974,Dry,0.98,False
SC4396,Urban,Gravel,Mist,Dusk,10.13,20,6,173,171.69,Moderate,19.74,-0.26,0.5093071532153743,20.07,0.07,0.32,0.68,0.5794577764970238,20.33,0.33,18.79,0.7866278610665535,0.204,0.8972090293699977,-0.406,1.029,10.125,0.953,Flooded Pothole,0.95,True
SC4397,Rural,Mud,Mist,Daylight,8.69,12,7,172,169.33,Moderate,11.68,-0.32,0.48630075939324957,12.01,0.01,0.34,0.66,0.5568187789536133,11.93,-0.07,20.69,0.7557837414557255,0.224,0.9041592858782824,1.909,2.668,10.125,0.938,Flooded Pothole,0.95,True
SC4398,Rural,Gravel,Rainy,Dawn,7.61,6,3,263,266.45,Moderate,7.05,1.05,0.5084847775143113,3.8,-2.2,0.26,0.74,0.6497906188812154,5.86,-0.14,23.67,0.8869204367171575,0.163,0.9592248073332061,1.749,0.577,9.876,0.956,Flooded Pothole,0.95,True
SC4399,Urban,Asphalt,Drizzle,Daylight,3.57,10,5,104,106.8,Moderate,10.93,0.93,0.5939976000188267,10.12,0.12,0.3,0.7,0.6024955834975404,10.64,0.64,23.09,0.8187307530779818,0.171,0.9354227637146235,3.283,2.046,9.586,0.982,Flooded Pothole,0.95,True
SC4400,Urban,Mud,Foggy,Daylight,7.72,10,6,223,223.58,Moderate,10.11,0.11,0.4687301730900361,4.2,-5.8,0.32,0.68,0.5794577764970238,10.2,0.2,24.37,0.7866278610665535,0.215,0.9252002062975719,0.768,1.221,9.196,0.954,Flooded Pothole,0.95,True
SC4401,Urban,Mud,Foggy,Night_Streetlights,3.48,17,13,104,106.55,Severe,17.57,0.57,0.3983277978468425,17.12,0.12,0.46,0.54,0.4290481453518004,16.94,-0.06,14.48,0.5945205479701944,0.3,0.6599677233229903,0.332,0.288,10.363,0.974,Flooded Pothole,0.95,True
SC4402,Rural,Dirt,Mist,Daylight,11.97,11,9,162,163.07,Moderate,11.31,0.31,0.44445254061433115,11.06,0.06,0.38,0.62,0.5127146630448847,10.87,-0.13,20.89,0.697676326071031,0.263,0.8831102644602802,3.258,1.073,9.109,0.934,Flooded Pothole,0.95,True
SC4403,Urban,Dirt,Rainy,Dusk,11.75,17,16,154,156.37,Extreme,17.58,0.58,0.31657598095520784,0.79,-16.21,0.52,0.48,0.3701047611857118,17.24,0.24,11.11,0.5272924240430485,0.3,0.32058804846499883,3.596,3.083,9.694,0.95,Flooded Pothole,0.95,True
SC4404,Urban,Asphalt,Cloudy,Night_Streetlights,6.47,5,5,55,51.22,Low,5.25,0.25,0.6492405394831294,0.19,-4.81,0.3,0.7,0.6024955834975404,5.09,0.09,24.73,0.8187307530779818,0.16,0.9376530980182017,0.599,0.382,9.745,0.982,Flooded Pothole,0.95,True
SC4405,Rural,Concrete,Foggy,Dawn,4.25,18,13,248,248.46,Extreme,19.17,1.17,0.3174179243665292,18.19,0.19,0.46,0.54,0.4290481453518004,18.52,0.52,12.81,0.5945205479701944,0.3,0.5104761873463607,7.183,4.214,10.234,0.982,Flooded Pothole,0.95,True
SC4406,Rural,Asphalt,Thunderstorm,Dawn,4.71,12,4,379,376.28,Moderate,13.49,1.49,0.4057378571340555,12.04,0.04,0.28,0.72,0.6259379294871402,12.46,0.46,25.02,0.8521437889662113,0.205,0.9483965763163381,2.574,0.417,9.891,0.977,Flooded Pothole,0.95,True
SC4407,Rural,Concrete,Rainy,Dusk,3.76,19,13,295,293.71,Extreme,19.38,0.38,0.29524906225934167,5.97,-13.03,0.46,0.54,0.4290481453518004,19.0,0.0,15.15,0.5945205479701944,0.3,0.7050096454753667,3.717,1.219,9.638,0.982,Flooded Pothole,0.95,True
SC4408,Rural,Dirt,Clear,Night_Streetlights,10.12,14,10,34,39.27,Moderate,15.4,1.4,0.5153896821889775,13.93,-0.07,0.4,0.6,0.49123845184678905,13.93,-0.07,16.84,0.6703200460356393,0.258,0.8108085792055421,-1.055,0.281,10.288,0.94,Flooded Pothole,0.95,True
SC4409,Rural,Dirt,Rainy,Daylight,5.6,18,15,221,226.63,Extreme,19.06,1.06,0.2974205941629516,17.87,-0.13,0.5,0.5,0.38940039153570244,18.28,0.28,12.57,0.5488116360940265,0.3,0.47418121332679963,7.848,3.94,9.472,0.963,Flooded Pothole,0.95,True
SC4410,Urban,Gravel,Thunderstorm,Night_Dark,6.47,10,8,276,279.79,Severe,9.77,-0.23,0.38764550651019414,9.72,-0.28,0.36,0.64,0.5345729353032141,9.79,-0.21,21.43,0.7261490370736909,0.266,0.8961770595469056,2.211,1.196,10.139,0.971,Flooded Pothole,0.95,True
SC4411,Rural,Mud,Rainy,Night_Streetlights,3.94,16,0,130,140.56,Low,15.85,-0.15,0.7226025003944143,16.34,0.34,0.0,1.0,1.0,16.11,0.11,27.91,1.0,0.078,0.9984195703444351,0.772,2.253,10.388,0.958,Dry,0.98,False
SC4412,Urban,Gravel,Thunderstorm,Daylight,11.75,6,1,361,362.07,Moderate,6.59,0.59,0.48224065755590995,5.64,-0.36,0.22,0.78,0.42381367787810986,6.12,0.12,30.56,0.9607894391523232,0.142,0.9856786537772649,-0.868,0.682,10.085,0.945,Shallow Puddle,0.9,True
SC4413,Urban,Dirt,Clear,Daylight,11.52,9,6,84,85.99,Moderate,9.27,0.27,0.5841578742893289,8.97,-0.03,0.32,0.68,0.5794577764970238,8.96,-0.04,21.04,0.7866278610665535,0.187,0.9176081842529584,-1.01,3.181,9.915,0.945,Flooded Pothole,0.95,True
SC4414,Rural,Gravel,Cloudy,Dusk,2.1,19,7,111,107.56,Moderate,19.13,0.13,0.5368180868813821,19.02,0.02,0.34,0.66,0.5568187789536133,18.89,-0.11,20.3,0.7557837414557255,0.212,0.9018827216080997,3.164,5.294,8.969,0.978,Flooded Pothole,0.95,True
SC4415,Rural,Asphalt,Thunderstorm,Dusk,4.27,6,5,347,350.8,Moderate,6.51,0.51,0.40200932263406985,5.92,-0.08,0.3,0.7,0.6024955834975404,6.11,0.11,23.32,0.8187307530779818,0.22,0.9349517550629097,2.571,2.351,9.326,0.982,Flooded Pothole,0.95,True
SC4416,Rural,Asphalt,Foggy,Dusk,6.65,9,2,169,169.32,Moderate,9.57,0.57,0.6244325260559723,8.91,-0.09,0.24,0.76,0.6740595319050396,9.2,0.2,25.55,0.9231163463866358,0.124,0.9732103168943584,0.766,2.624,10.46,0.973,Shallow Puddle,0.9,True
SC4417,Rural,Dirt,Clear,Daylight,9.6,15,6,61,59.61,Moderate,15.19,0.19,0.6093417517191142,8.26,-6.74,0.32,0.68,0.5794577764970238,15.09,0.09,22.53,0.7866278610665535,0.182,0.9229158093879413,6.675,1.076,9.069,0.936,Flooded Pothole,0.95,True
SC4418,Urban,Mud,Clear,Dusk,11.24,11,6,92,97.91,Moderate,11.38,0.38,0.5731223842470823,11.11,0.11,0.32,0.68,0.5794577764970238,11.21,0.21,22.6,0.7866278610665535,0.19,0.9229408675177145,0.259,3.523,9.706,0.937,Flooded Pothole,0.95,True
SC4419,Urban,Dirt,Cloudy,Daylight,4.17,20,13,109,109.0,Extreme,19.57,-0.43,0.3967694093163706,20.19,0.19,0.46,0.54,0.4290481453518004,20.21,0.21,15.51,0.5945205479701944,0.3,0.7255066181867664,7.574,4.602,10.207,0.972,Flooded Pothole,0.95,True
SC4420,Urban,Gravel,Cloudy,Night_Dark,9.73,16,12,90,79.1,Severe,16.2,0.2,0.43755187884386376,4.27,-11.73,0.44,0.56,0.449410526858988,15.9,-0.1,14.52,0.6187833918061408,0.3,0.670916685475276,5.531,1.167,10.478,0.961,Flooded Pothole,0.95,True
SC4421,Urban,Mud,Rainy,Daylight,3.77,12,7,292,289.92,Severe,11.05,-0.95,0.4009686637463566,5.21,-6.79,0.34,0.66,0.5568187789536133,11.97,-0.03,21.19,0.7557837414557255,0.248,0.9062986555548246,0.153,0.082,9.898,0.971,Flooded Pothole,0.95,True
SC4422,Urban,Gravel,Clear,Dawn,9.17,12,12,29,27.66,Severe,12.42,0.42,0.47508763368292145,0.2,-11.8,0.44,0.56,0.449410526858988,11.99,-0.01,13.56,0.6187833918061408,0.296,0.5905742900012261,2.875,1.868,10.377,0.966,Flooded Pothole,0.95,True
SC4423,Urban,Asphalt,Foggy,Night_Dark,4.51,14,2,153,155.88,Moderate,14.37,0.37,0.6380057392424415,12.06,-1.94,0.24,0.76,0.6740595319050396,14.16,0.16,27.65,0.9231163463866358,0.121,0.9739834784668554,-1.752,2.199,9.231,0.978,Shallow Puddle,0.9,True
SC4424,Urban,Asphalt,Mist,Night_Streetlights,3.91,5,2,105,110.56,Low,5.69,0.69,0.6859874128772679,3.17,-1.83,0.24,0.76,0.6740595319050396,5.27,0.27,29.46,0.9231163463866358,0.112,0.9743671637635887,1.59,-0.486,10.239,0.981,Shallow Puddle,0.9,True
SC4425,Urban,Concrete,Mist,Night_Dark,5.67,11,8,115,107.51,Moderate,11.16,0.16,0.5106780124526215,2.9,-8.1,0.36,0.64,0.5345729353032141,10.83,-0.17,21.71,0.7261490370736909,0.232,0.8978275667580493,-2.06,0.546,10.005,0.982,Flooded Pothole,0.95,True
SC4426,Urban,Asphalt,Drizzle,Night_Streetlights,4.19,5,2,198,199.88,Low,4.86,-0.14,0.5946347068743087,3.18,-1.82,0.24,0.76,0.6740595319050396,4.97,-0.03,26.26,0.9231163463866358,0.13,0.9734397124920138,3.921,0.099,9.442,0.981,Shallow Puddle,0.9,True
SC4427,Rural,Asphalt,Thunderstorm,Dawn,8.59,20,13,396,392.44,Extreme,20.82,0.82,0.25210641471273126,7.28,-12.72,0.46,0.54,0.4290481453518004,19.85,-0.15,15.22,0.5945205479701944,0.3,0.7091930584330022,3.519,6.068,9.547,0.973,Flooded Pothole,0.95,True
SC4428,Urban,Mud,Mist,Night_Streetlights,9.06,14,5,188,195.91,Moderate,13.64,-0.36,0.5150681793466105,14.05,0.05,0.3,0.7,0.6024955834975404,14.54,0.54,25.86,0.8187307530779818,0.189,0.9378458625178123,2.376,4.011,9.64,0.943,Flooded Pothole,0.95,True
SC4429,Rural,Gravel,Mist,Daylight,8.66,8,5,142,152.99,Moderate,8.42,0.42,0.5516817162498353,2.93,-5.07,0.3,0.7,0.6024955834975404,8.18,0.18,25.26,0.8187307530779818,0.181,0.9376656449630377,0.848,0.814,9.866,0.954,Flooded Pothole,0.95,True
SC4430,Urban,Mud,Rainy,Night_Dark,2.3,10,6,194,181.41,Moderate,10.29,0.29,0.5014476820266168,9.94,-0.06,0.32,0.68,0.5794577764970238,10.08,0.08,22.51,0.7866278610665535,0.206,0.9224500671232776,3.716,1.314,10.344,0.978,Flooded Pothole,0.95,True
SC4431,Urban,Concrete,Mist,Night_Streetlights,6.29,11,10,157,156.57,Severe,10.9,-0.1,0.427196151516139,11.11,0.11,0.4,0.6,0.49123845184678905,11.66,0.66,15.9,0.6703200460356393,0.281,0.7725756289144504,-1.807,3.698,9.251,0.982,Flooded Pothole,0.95,True
SC4432,Rural,Mud,Foggy,Daylight,7.26,13,11,133,133.1,Severe,13.38,0.38,0.4219113745148199,2.35,-10.65,0.42,0.58,0.4701388626627085,13.03,0.03,13.58,0.6440364210831414,0.297,0.5995665321163227,5.884,3.21,9.421,0.951,Flooded Pothole,0.95,True
SC4433,Urban,Mud,Mist,Night_Dark,6.57,6,1,157,163.87,Low,6.22,0.22,0.6621971219983,4.86,-1.14,0.22,0.78,0.42381367787810986,5.81,-0.19,26.95,0.9607894391523232,0.103,0.9858825891528564,3.874,0.281,9.964,0.952,Shallow Puddle,0.9,True
SC4434,Rural,Mud,Mist,Night_Dark,2.8,11,10,107,109.07,Moderate,10.83,-0.17,0.46092865930993837,11.02,0.02,0.4,0.6,0.49123845184678905,11.45,0.45,17.48,0.6703200460356393,0.272,0.8291196082747198,-0.957,-0.191,9.872,0.975,Flooded Pothole,0.95,True
SC4435,Urban,Gravel,Cloudy,Daylight,9.58,8,8,145,140.19,Moderate,8.53,0.53,0.4846617761898606,7.82,-0.18,0.36,0.64,0.5345729353032141,8.97,0.97,20.15,0.7261490370736909,0.238,0.8895978774170801,3.149,1.32,9.59,0.965,Flooded Pothole,0.95,True
SC4436,Rural,Dirt,Thunderstorm,Dusk,5.32,7,0,282,277.51,Low,6.8,-0.2,0.5804126284643938,6.96,-0.04,0.0,1.0,1.0,7.06,0.06,31.56,1.0,0.106,0.9982426221160385,1.397,-0.987,10.047,0.953,Dry,0.98,False
SC4437,Rural,Dirt,Rainy,Night_Dark,8.46,17,1,223,217.82,Moderate,17.56,0.56,0.6074338491405709,17.09,0.09,0.22,0.78,0.42381367787810986,16.92,-0.08,27.17,0.9607894391523232,0.114,0.9857546023552659,-1.5,-0.164,8.841,0.935,Shallow Puddle,0.9,True
SC4438,Rural,Concrete,Rainy,Night_Streetlights,10.29,20,2,196,196.58,Moderate,19.71,-0.29,0.5977826814661563,20.15,0.15,0.24,0.76,0.6740595319050396,19.82,-0.18,28.42,0.9231163463866358,0.129,0.973971457763777,9.492,2.973,10.096,0.966,Shallow Puddle,0.9,True
SC4439,Rural,Mud,Cloudy,Daylight,4.31,16,2,50,49.6,Low,15.99,-0.01,0.7562675978677934,15.98,-0.02,0.24,0.76,0.6740595319050396,16.14,0.14,25.81,0.9231163463866358,0.1,0.9737484713555079,-0.26,2.21,10.18,0.957,Shallow Puddle,0.9,True
SC4440,Urban,Gravel,Drizzle,Daylight,3.53,20,12,123,120.94,Severe,20.01,0.01,0.4092193330716801,19.99,-0.01,0.44,0.56,0.449410526858988,19.83,-0.17,12.95,0.6187833918061408,0.3,0.5310024291322474,6.065,2.445,8.946,0.977,Flooded Pothole,0.95,True
SC4441,Rural,Gravel,Foggy,Night_Streetlights,4.95,12,10,213,207.72,Severe,13.38,1.38,0.393626810506342,12.04,0.04,0.4,0.6,0.49123845184678905,12.05,0.05,17.58,0.6703200460356393,0.292,0.8312363945117188,-0.879,1.533,9.528,0.971,Flooded Pothole,0.95,True
