scenario_id,road_environment,road_type,weather,lighting,vehicle_speed,true_depth,water_depth,true_ntu,ntu,severity,lidar,lidar_error,R_lidar,ultrasonic,ultrasonic_error,surface_echo,bottom_echo,measurement_type,bottom_confidence,echo_ambiguity,R_ultrasonic,radar,radar_error,snr,rcs,clutter_probability,R_radar,imu_pitch,imu_roll,imu_acceleration,R_imu,water_state,R_water,water_contact,surface_sigma,bottom_sigma
SC12575,Rural,Concrete,Mist,Dusk,5.35,10.0,9.0,199.0,199.79,Severe,9.79,-0.21,0.382,10.05,0.05,0.398,0.54,Bottom,0.358,0.858,0.316,10.05,0.05,20.03,0.697676326071031,0.27,0.664,3.416,2.239,9.923,0.981,Flooded Pothole,0.95,True,0.438,0.217
SC12576,Urban,Gravel,Foggy,Dusk,5.12,8.0,0.0,145.0,145.41,Low,8.02,0.02,0.748,7.91,-0.09,0.0,1.0,Bottom,1.0,0.0,1.0,7.98,-0.02,28.35,1.0,0.079,1.0,3.556,1.088,9.138,0.966,Dry,0.98,False,0.0,0.15
SC12577,Rural,Mud,Drizzle,Daylight,6.11,17.0,0.0,181.0,178.27,Moderate,18.06,1.06,0.7,17.01,0.01,0.0,1.0,Bottom,1.0,0.0,1.0,17.46,0.46,30.1,1.0,0.086,1.0,5.943,4.423,10.757,0.943,Dry,0.98,False,0.0,0.15
SC12578,Rural,Gravel,Mist,Daylight,8.39,8.0,1.0,108.0,108.67,Low,7.9,-0.1,0.756,7.91,-0.09,0.192,0.798,Bottom,0.728,0.394,0.684,7.8,-0.2,29.1,0.9607894391523232,0.092,0.956,-2.216,2.502,9.287,0.947,Shallow Puddle,0.9,True,0.342,0.158
SC12579,Rural,Asphalt,Cloudy,Night_Streetlights,9.69,20.0,9.0,65.0,70.59,Severe,19.8,-0.2,0.495,15.74,-4.26,0.398,0.54,Surface,0.358,0.858,0.25,20.32,0.32,22.0,0.697676326071031,0.244,0.664,6.601,4.121,9.246,0.969,Flooded Pothole,0.95,True,0.438,0.217
SC12580,Rural,Asphalt,Cloudy,Daylight,2.37,16.0,4.0,94.0,96.9,Moderate,16.01,0.01,0.642,16.29,0.29,0.293,0.674,Bottom,0.545,0.618,0.467,16.54,0.54,25.73,0.8521437889662113,0.149,0.834,0.766,-0.099,9.181,0.981,Flooded Pothole,0.95,True,0.378,0.18
SC12581,Urban,Concrete,Mist,Dawn,3.74,5.0,3.0,193.0,187.87,Moderate,4.67,-0.33,0.569,5.12,0.12,0.263,0.711,Bottom,0.598,0.552,0.531,5.52,0.52,26.75,0.8869204367171575,0.148,0.873,1.082,-0.156,9.899,0.983,Shallow Puddle,0.9,True,0.366,0.172
SC12582,Rural,Asphalt,Clear,Dusk,11.43,19.0,17.0,17.0,18.77,Extreme,19.38,0.38,0.333,11.73,-7.27,0.479,0.425,Surface,0.204,0.947,0.25,19.4,0.4,11.72,0.5066169923655895,0.3,0.462,3.206,2.443,9.188,0.971,Flooded Pothole,0.95,True,0.534,0.278
SC12583,Urban,Dirt,Drizzle,Dusk,6.24,19.0,6.0,152.0,146.12,Moderate,19.31,0.31,0.513,19.48,0.48,0.342,0.612,Bottom,0.457,0.73,0.378,19.1,0.1,20.19,0.7866278610665535,0.199,0.761,-1.661,3.348,9.796,0.96,Flooded Pothole,0.95,True,0.402,0.195
SC12584,Urban,Gravel,Mist,Night_Streetlights,5.12,20.0,20.0,165.0,162.92,Extreme,22.5,2.5,0.207,20.89,0.89,0.494,0.398,Bottom,0.17,0.904,0.25,19.67,-0.33,6.12,0.44932896411722156,0.3,0.403,2.177,4.019,9.578,0.976,Flooded Pothole,0.95,True,0.57,0.3
SC12585,Urban,Mud,Thunderstorm,Dusk,6.42,7.0,1.0,365.0,364.73,Moderate,6.77,-0.23,0.453,6.93,-0.07,0.192,0.798,Bottom,0.728,0.394,0.686,7.41,0.41,28.25,0.9607894391523232,0.143,0.956,-0.315,3.01,9.711,0.953,Shallow Puddle,0.9,True,0.342,0.158
SC12586,Rural,Concrete,Thunderstorm,Night_Streetlights,3.66,17.0,0.0,359.0,355.7,Moderate,17.44,0.44,0.491,16.98,-0.02,0.0,1.0,Bottom,1.0,0.0,1.0,16.84,-0.16,29.62,1.0,0.121,1.0,8.859,0.264,9.812,0.978,Dry,0.98,False,0.0,0.15
SC12587,Urban,Mud,Thunderstorm,Night_Streetlights,5.19,20.0,5.0,323.0,322.7,Severe,20.54,0.54,0.384,19.22,-0.78,0.319,0.641,Mixed,0.498,0.678,0.371,20.43,0.43,22.83,0.8187307530779818,0.215,0.797,1.521,5.736,8.972,0.961,Flooded Pothole,0.95,True,0.39,0.188
SC12588,Rural,Gravel,Clear,Dusk,11.14,11.0,9.0,48.0,47.12,Moderate,11.31,0.31,0.519,6.51,-4.49,0.398,0.54,Surface,0.358,0.858,0.25,10.71,-0.29,20.72,0.697676326071031,0.239,0.664,-2.312,3.873,9.885,0.949,Flooded Pothole,0.95,True,0.438,0.217
SC12589,Rural,Asphalt,Clear,Dusk,2.76,13.0,0.0,81.0,76.04,Low,13.51,0.51,0.859,13.18,0.18,0.0,1.0,Bottom,1.0,0.0,1.0,12.87,-0.13,30.53,1.0,0.065,1.0,5.227,0.184,9.41,0.979,Dry,0.98,False,0.0,0.15
SC12590,Urban,Gravel,Thunderstorm,Dusk,3.95,18.0,17.0,367.0,373.81,Extreme,19.76,1.76,0.164,18.91,0.91,0.479,0.425,Bottom,0.204,0.947,0.25,18.29,0.29,12.12,0.5066169923655895,0.3,0.462,-0.699,1.895,10.542,0.979,Flooded Pothole,0.95,True,0.534,0.278
SC12591,Rural,Dirt,Drizzle,Night_Streetlights,4.86,7.0,1.0,140.0,139.32,Low,6.21,-0.79,0.711,7.0,0.0,0.192,0.798,Bottom,0.728,0.394,0.692,7.2,0.2,28.41,0.9607894391523232,0.098,0.956,2.96,1.642,10.108,0.957,Shallow Puddle,0.9,True,0.342,0.158
SC12592,Urban,Concrete,Mist,Night_Streetlights,8.97,20.0,11.0,121.0,123.75,Severe,19.69,-0.31,0.393,20.88,0.88,0.426,0.503,Bottom,0.307,0.923,0.252,20.22,0.22,16.76,0.6440364210831414,0.295,0.607,8.015,2.711,10.23,0.976,Flooded Pothole,0.95,True,0.462,0.232
SC12593,Urban,Concrete,Clear,Night_Dark,7.45,11.0,8.0,99.0,103.67,Moderate,10.73,-0.27,0.493,6.86,-4.14,0.382,0.562,Surface,0.387,0.82,0.25,11.11,0.11,17.57,0.7261490370736909,0.231,0.695,0.178,0.446,9.285,0.98,Flooded Pothole,0.95,True,0.426,0.21
SC12594,Rural,Concrete,Rainy,Daylight,4.28,19.0,19.0,241.0,236.16,Extreme,22.58,3.58,0.19,9.03,-9.97,0.489,0.407,Surface,0.18,0.917,0.25,19.05,0.05,6.83,0.46766642700990924,0.3,0.422,5.027,1.313,9.676,0.984,Flooded Pothole,0.95,True,0.558,0.293
SC12595,Rural,Dirt,Foggy,Night_Dark,11.36,5.0,0.0,249.0,253.37,Low,4.82,-0.18,0.602,5.14,0.14,0.0,1.0,Bottom,1.0,0.0,1.0,5.08,0.08,27.97,1.0,0.101,1.0,5.035,1.583,9.564,0.916,Dry,0.98,False,0.0,0.15
SC12596,Urban,Concrete,Cloudy,Dawn,2.99,13.0,2.0,76.0,81.81,Low,12.89,-0.11,0.749,11.22,-1.78,0.23,0.752,Surface,0.659,0.478,0.44,12.96,-0.04,30.04,0.9231163463866358,0.106,0.913,7.713,0.443,9.378,0.981,Shallow Puddle,0.9,True,0.354,0.165
SC12597,Rural,Concrete,Cloudy,Dusk,4.71,5.0,2.0,116.0,121.48,Low,4.59,-0.41,0.692,4.93,-0.07,0.23,0.752,Bottom,0.659,0.478,0.602,5.07,0.07,25.61,0.9231163463866358,0.114,0.913,1.984,-0.501,9.573,0.979,Shallow Puddle,0.9,True,0.354,0.165
SC12598,Urban,Gravel,Thunderstorm,Night_Streetlights,2.73,9.0,1.0,466.0,465.93,Moderate,11.49,2.49,0.37,9.09,0.09,0.192,0.798,Bottom,0.728,0.394,0.684,8.8,-0.2,27.99,0.9607894391523232,0.163,0.956,3.22,0.558,9.157,0.976,Shallow Puddle,0.9,True,0.342,0.158
SC12599,Urban,Asphalt,Drizzle,Night_Dark,10.6,17.0,12.0,195.0,197.73,Extreme,17.19,0.19,0.318,15.01,-1.99,0.437,0.487,Mixed,0.286,0.95,0.25,17.53,0.53,16.59,0.6187833918061408,0.3,0.58,3.595,4.3,9.676,0.974,Flooded Pothole,0.95,True,0.474,0.24
SC12600,Rural,Gravel,Clear,Dawn,9.15,11.0,9.0,24.0,18.33,Moderate,11.25,0.25,0.549,11.78,0.78,0.398,0.54,Bottom,0.358,0.858,0.29,10.81,-0.19,20.87,0.697676326071031,0.234,0.664,1.282,1.688,10.21,0.956,Flooded Pothole,0.95,True,0.438,0.217
SC12601,Urban,Concrete,Clear,Night_Dark,4.14,11.0,6.0,27.0,31.77,Moderate,10.8,-0.2,0.645,7.94,-3.06,0.342,0.612,Surface,0.457,0.73,0.25,11.14,0.14,23.07,0.7866278610665535,0.176,0.761,4.835,2.877,9.261,0.982,Flooded Pothole,0.95,True,0.402,0.195
SC12602,Rural,Gravel,Thunderstorm,Dusk,8.01,20.0,15.0,378.0,374.66,Extreme,21.51,1.51,0.185,13.04,-6.96,0.465,0.447,Surface,0.233,0.982,0.25,19.25,-0.75,12.89,0.5488116360940265,0.3,0.506,1.662,6.101,10.213,0.959,Flooded Pothole,0.95,True,0.51,0.263
SC12603,Rural,Dirt,Mist,Night_Streetlights,10.32,8.0,2.0,136.0,137.87,Low,8.24,0.24,0.67,8.19,0.19,0.23,0.752,Bottom,0.659,0.478,0.593,8.19,0.19,28.77,0.9231163463866358,0.118,0.913,0.375,-0.703,9.298,0.928,Shallow Puddle,0.9,True,0.354,0.165
SC12604,Rural,Dirt,Clear,Dusk,10.13,10.0,4.0,93.0,93.72,Moderate,9.46,-0.54,0.646,10.07,0.07,0.293,0.674,Bottom,0.545,0.618,0.48,9.9,-0.1,26.16,0.8521437889662113,0.149,0.834,0.265,2.911,9.395,0.933,Flooded Pothole,0.95,True,0.378,0.18
SC12605,Urban,Asphalt,Clear,Night_Dark,10.3,18.0,1.0,2.0,0.0,Low,17.78,-0.22,0.939,18.5,0.5,0.192,0.798,Mixed,0.728,0.394,0.614,17.99,-0.01,27.84,0.9607894391523232,0.07,0.956,4.877,1.932,9.801,0.968,Shallow Puddle,0.9,True,0.342,0.158
SC12606,Urban,Asphalt,Thunderstorm,Daylight,3.44,18.0,13.0,472.0,471.76,Extreme,20.44,2.44,0.173,10.69,-7.31,0.448,0.473,Surface,0.267,0.975,0.25,17.85,-0.15,14.8,0.5945205479701944,0.3,0.554,4.298,2.97,9.893,0.984,Flooded Pothole,0.95,True,0.486,0.247
SC12607,Rural,Dirt,Thunderstorm,Night_Streetlights,3.69,7.0,0.0,466.0,460.27,Moderate,6.79,-0.21,0.398,6.98,-0.02,0.0,1.0,Bottom,1.0,0.0,1.0,6.76,-0.24,32.8,1.0,0.142,1.0,-1.405,1.521,9.805,0.963,Dry,0.98,False,0.0,0.15
SC12608,Urban,Asphalt,Clear,Night_Streetlights,8.74,13.0,5.0,14.0,16.07,Moderate,13.47,0.47,0.708,13.19,0.19,0.319,0.641,Bottom,0.498,0.678,0.428,12.82,-0.18,23.04,0.8187307530779818,0.153,0.797,5.108,0.736,9.366,0.974,Flooded Pothole,0.95,True,0.39,0.188
SC12609,Urban,Mud,Drizzle,Night_Streetlights,2.58,19.0,7.0,98.0,93.51,Moderate,19.31,0.31,0.536,19.42,0.42,0.363,0.585,Bottom,0.42,0.778,0.35,19.34,0.34,22.79,0.7557837414557255,0.209,0.727,3.478,5.613,9.099,0.974,Flooded Pothole,0.95,True,0.414,0.203
SC12610,Urban,Asphalt,Rainy,Dawn,9.5,5.0,1.0,121.0,123.1,Low,4.59,-0.41,0.734,4.95,-0.05,0.192,0.798,Bottom,0.728,0.394,0.688,5.11,0.11,26.76,0.9607894391523232,0.095,0.956,-1.455,1.259,10.235,0.971,Shallow Puddle,0.9,True,0.342,0.158
SC12611,Rural,Mud,Foggy,Night_Streetlights,5.89,12.0,7.0,111.0,110.46,Moderate,12.15,0.15,0.518,9.07,-2.93,0.363,0.585,Surface,0.42,0.778,0.25,12.22,0.22,22.84,0.7557837414557255,0.212,0.727,2.872,2.654,10.318,0.954,Flooded Pothole,0.95,True,0.414,0.203
SC12612,Rural,Concrete,Drizzle,Dusk,11.14,16.0,3.0,173.0,171.72,Moderate,16.29,0.29,0.588,14.23,-1.77,0.263,0.711,Surface,0.598,0.552,0.389,16.12,0.12,30.22,0.8869204367171575,0.144,0.873,-0.782,4.099,10.697,0.965,Shallow Puddle,0.9,True,0.366,0.172
SC12613,Urban,Concrete,Cloudy,Daylight,2.43,18.0,13.0,135.0,139.82,Extreme,18.52,0.52,0.335,18.25,0.25,0.448,0.473,Bottom,0.267,0.975,0.25,17.9,-0.1,14.5,0.5945205479701944,0.3,0.554,4.254,0.047,10.053,0.985,Flooded Pothole,0.95,True,0.486,0.247
SC12614,Urban,Mud,Clear,Night_Streetlights,8.89,6.0,6.0,80.0,74.81,Moderate,5.83,-0.17,0.592,5.94,-0.06,0.342,0.612,Bottom,0.457,0.73,0.397,6.22,0.22,23.43,0.7866278610665535,0.185,0.761,0.825,-0.847,9.973,0.956,Flooded Pothole,0.95,True,0.402,0.195
SC12615,Rural,Dirt,Foggy,Dawn,10.07,13.0,5.0,213.0,214.34,Moderate,13.36,0.36,0.477,12.28,-0.72,0.319,0.641,Mixed,0.498,0.678,0.374,13.48,0.48,23.69,0.8187307530779818,0.193,0.797,2.286,4.563,9.401,0.933,Flooded Pothole,0.95,True,0.39,0.188
SC12616,Rural,Mud,Rainy,Dawn,5.54,13.0,10.0,173.0,179.59,Severe,14.23,1.23,0.374,11.0,-2.0,0.413,0.521,Mixed,0.331,0.892,0.25,13.94,0.94,19.79,0.6703200460356393,0.286,0.635,6.58,3.763,9.925,0.959,Flooded Pothole,0.95,True,0.45,0.225
SC12617,Urban,Concrete,Clear,Dusk,7.09,16.0,3.0,40.0,53.4,Moderate,16.18,0.18,0.745,16.34,0.34,0.263,0.711,Bottom,0.598,0.552,0.518,15.93,-0.07,25.37,0.8869204367171575,0.121,0.873,4.692,4.826,9.435,0.976,Shallow Puddle,0.9,True,0.366,0.172
SC12618,Rural,Mud,Cloudy,Night_Streetlights,9.24,15.0,13.0,179.0,187.9,Extreme,13.88,-1.12,0.305,9.32,-5.68,0.448,0.473,Surface,0.267,0.975,0.25,14.5,-0.5,15.73,0.5945205479701944,0.3,0.554,-1.761,2.044,10.28,0.941,Flooded Pothole,0.95,True,0.486,0.247
SC12619,Rural,Mud,Foggy,Night_Streetlights,2.29,13.0,4.0,158.0,146.74,Moderate,13.04,0.04,0.581,10.18,-2.82,0.293,0.674,Surface,0.545,0.618,0.306,13.12,0.12,25.83,0.8521437889662113,0.159,0.834,-0.621,0.655,9.813,0.972,Flooded Pothole,0.95,True,0.378,0.18
SC12620,Urban,Dirt,Clear,Night_Streetlights,3.08,14.0,5.0,55.0,56.04,Moderate,14.56,0.56,0.654,13.11,-0.89,0.319,0.641,Mixed,0.498,0.678,0.366,13.89,-0.11,25.29,0.8187307530779818,0.161,0.797,-1.648,1.991,10.139,0.974,Flooded Pothole,0.95,True,0.39,0.188
SC12621,Rural,Mud,Clear,Daylight,2.37,5.0,2.0,33.0,33.35,Low,5.29,0.29,0.826,3.79,-1.21,0.23,0.752,Surface,0.659,0.478,0.472,5.08,0.08,24.57,0.9231163463866358,0.097,0.913,-1.133,0.069,9.828,0.972,Shallow Puddle,0.9,True,0.354,0.165
SC12622,Urban,Mud,Thunderstorm,Dusk,11.32,16.0,14.0,358.0,350.69,Extreme,15.27,-0.73,0.207,14.05,-1.95,0.457,0.459,Mixed,0.249,0.998,0.25,16.79,0.79,15.26,0.5712090638488149,0.3,0.529,7.33,4.611,9.165,0.944,Flooded Pothole,0.95,True,0.498,0.255
SC12623,Urban,Mud,Drizzle,Dusk,2.73,7.0,3.0,123.0,117.96,Low,7.67,0.67,0.655,5.36,-1.64,0.263,0.711,Surface,0.598,0.552,0.396,6.95,-0.05,25.46,0.8869204367171575,0.134,0.873,-2.338,0.215,9.369,0.974,Shallow Puddle,0.9,True,0.366,0.172
SC12624,Urban,Dirt,Rainy,Night_Streetlights,11.54,7.0,4.0,172.0,172.71,Moderate,7.02,0.02,0.551,5.27,-1.73,0.293,0.674,Surface,0.545,0.618,0.349,6.93,-0.07,23.26,0.8521437889662113,0.165,0.834,-0.059,0.515,10.467,0.943,Flooded Pothole,0.95,True,0.378,0.18
SC12625,Rural,Concrete,Thunderstorm,Night_Streetlights,10.67,13.0,7.0,354.0,357.34,Severe,14.35,1.35,0.316,9.49,-3.51,0.363,0.585,Surface,0.42,0.778,0.25,12.81,-0.19,21.82,0.7557837414557255,0.261,0.727,2.544,2.579,10.24,0.97,Flooded Pothole,0.95,True,0.414,0.203
SC12626,Rural,Asphalt,Drizzle,Night_Streetlights,10.01,17.0,15.0,147.0,143.92,Extreme,16.28,-0.72,0.294,17.49,0.49,0.465,0.447,Bottom,0.233,0.982,0.25,17.34,0.34,12.62,0.5488116360940265,0.3,0.506,1.865,3.753,10.431,0.973,Flooded Pothole,0.95,True,0.51,0.263
SC12627,Urban,Gravel,Clear,Daylight,3.26,18.0,15.0,66.0,69.04,Extreme,19.29,1.29,0.341,15.57,-2.43,0.465,0.447,Mixed,0.233,0.982,0.25,17.51,-0.49,14.47,0.5488116360940265,0.3,0.506,1.42,0.074,9.89,0.98,Flooded Pothole,0.95,True,0.51,0.263
SC12628,Urban,Dirt,Mist,Night_Streetlights,3.48,13.0,11.0,199.0,199.58,Severe,12.3,-0.7,0.337,10.97,-2.03,0.426,0.503,Mixed,0.307,0.923,0.25,13.24,0.24,13.31,0.6440364210831414,0.3,0.607,4.421,4.601,9.612,0.977,Flooded Pothole,0.95,True,0.462,0.232
SC12629,Rural,Concrete,Mist,Dusk,2.9,6.0,2.0,160.0,162.1,Low,6.74,0.74,0.638,4.56,-1.44,0.23,0.752,Surface,0.659,0.478,0.459,6.06,0.06,26.58,0.9231163463866358,0.122,0.913,-0.199,1.233,10.381,0.981,Shallow Puddle,0.9,True,0.354,0.165
SC12630,Rural,Asphalt,Drizzle,Night_Streetlights,7.54,12.0,2.0,117.0,128.24,Low,11.77,-0.23,0.683,10.78,-1.22,0.23,0.752,Mixed,0.659,0.478,0.493,12.01,0.01,29.28,0.9231163463866358,0.116,0.913,-0.982,3.368,9.751,0.97,Shallow Puddle,0.9,True,0.354,0.165
SC12631,Urban,Dirt,Cloudy,Night_Dark,2.16,8.0,4.0,96.0,95.59,Moderate,7.5,-0.5,0.643,7.77,-0.23,0.293,0.674,Bottom,0.545,0.618,0.471,8.52,0.52,24.26,0.8521437889662113,0.149,0.834,2.468,1.066,10.108,0.979,Flooded Pothole,0.95,True,0.378,0.18
SC12632,Urban,Asphalt,Foggy,Night_Streetlights,9.22,12.0,10.0,172.0,175.5,Severe,10.91,-1.09,0.377,12.65,0.65,0.413,0.521,Bottom,0.331,0.892,0.276,11.88,-0.12,16.02,0.6703200460356393,0.285,0.635,3.007,-0.522,9.128,0.977,Flooded Pothole,0.95,True,0.45,0.225
SC12633,Rural,Concrete,Cloudy,Night_Streetlights,7.79,15.0,12.0,89.0,86.46,Severe,15.47,0.47,0.397,13.38,-1.62,0.437,0.487,Mixed,0.286,0.95,0.25,15.06,0.06,13.85,0.6187833918061408,0.3,0.58,3.183,2.338,9.788,0.977,Flooded Pothole,0.95,True,0.474,0.24
SC12634,Urban,Concrete,Mist,Dusk,3.45,9.0,9.0,108.0,95.25,Moderate,9.28,0.28,0.471,9.21,0.21,0.398,0.54,Bottom,0.358,0.858,0.31,9.19,0.19,22.25,0.697676326071031,0.249,0.664,3.839,0.111,9.828,0.986,Flooded Pothole,0.95,True,0.438,0.217
SC12635,Rural,Dirt,Mist,Dusk,3.33,9.0,0.0,146.0,144.0,Low,8.65,-0.35,0.75,9.26,0.26,0.0,1.0,Bottom,1.0,0.0,1.0,8.97,-0.03,30.99,1.0,0.079,1.0,-0.075,-0.851,10.185,0.965,Dry,0.98,False,0.0,0.15
SC12636,Rural,Asphalt,Drizzle,Night_Dark,2.75,8.0,7.0,135.0,131.96,Moderate,8.89,0.89,0.496,6.62,-1.38,0.363,0.585,Mixed,0.42,0.778,0.289,8.27,0.27,24.29,0.7557837414557255,0.216,0.727,4.318,2.786,10.29,0.985,Flooded Pothole,0.95,True,0.414,0.203
SC12637,Rural,Asphalt,Clear,Dawn,2.14,9.0,4.0,92.0,96.04,Moderate,8.64,-0.36,0.643,9.38,0.38,0.293,0.674,Bottom,0.545,0.618,0.462,8.85,-0.15,25.29,0.8521437889662113,0.149,0.834,-1.938,0.583,10.31,0.983,Flooded Pothole,0.95,True,0.378,0.18
SC12638,Rural,Concrete,Clear,Daylight,3.41,18.0,0.0,69.0,69.46,Low,18.11,0.11,0.87,17.75,-0.25,0.0,1.0,Bottom,1.0,0.0,1.0,17.96,-0.04,29.98,1.0,0.064,1.0,2.534,1.656,10.766,0.978,Dry,0.98,False,0.0,0.15
SC12639,Urban,Mud,Drizzle,Night_Streetlights,7.84,16.0,16.0,150.0,149.72,Extreme,17.16,1.16,0.273,13.26,-2.74,0.472,0.436,Mixed,0.218,0.963,0.25,16.49,0.49,10.37,0.5272924240430485,0.3,0.483,0.374,5.238,9.956,0.96,Flooded Pothole,0.95,True,0.522,0.27
SC12640,Rural,Dirt,Mist,Dusk,2.69,10.0,8.0,187.0,188.65,Moderate,10.26,0.26,0.416,8.37,-1.63,0.382,0.562,Mixed,0.387,0.82,0.259,10.69,0.69,20.66,0.7261490370736909,0.248,0.695,4.983,0.226,9.805,0.976,Flooded Pothole,0.95,True,0.426,0.21
SC12641,Urban,Asphalt,Clear,Night_Dark,6.02,12.0,8.0,73.0,74.13,Moderate,11.49,-0.51,0.523,7.72,-4.28,0.382,0.562,Surface,0.387,0.82,0.25,11.94,-0.06,20.31,0.7261490370736909,0.225,0.695,-0.035,-0.78,9.341,0.98,Flooded Pothole,0.95,True,0.426,0.21
SC12642,Rural,Gravel,Cloudy,Daylight,10.67,7.0,3.0,111.0,104.01,Low,7.19,0.19,0.673,5.76,-1.24,0.263,0.711,Surface,0.598,0.552,0.415,7.32,0.32,26.96,0.8869204367171575,0.131,0.873,4.169,-0.552,9.578,0.943,Shallow Puddle,0.9,True,0.366,0.172
SC12643,Rural,Gravel,Cloudy,Night_Streetlights,10.39,16.0,0.0,109.0,103.92,Low,15.01,-0.99,0.812,16.24,0.24,0.0,1.0,Bottom,1.0,0.0,1.0,16.12,0.12,28.35,1.0,0.071,1.0,1.513,0.463,8.928,0.935,Dry,0.98,False,0.0,0.15
SC12644,Urban,Gravel,Drizzle,Dusk,2.48,17.0,1.0,107.0,99.77,Low,17.06,0.06,0.769,16.44,-0.56,0.192,0.798,Surface,0.728,0.394,0.584,17.53,0.53,28.48,0.9607894391523232,0.09,0.956,1.529,1.199,8.885,0.976,Shallow Puddle,0.9,True,0.342,0.158
SC12645,Urban,Dirt,Cloudy,Night_Dark,5.12,6.0,0.0,62.0,68.07,Low,5.93,-0.07,0.873,5.87,-0.13,0.0,1.0,Bottom,1.0,0.0,1.0,5.96,-0.04,30.98,1.0,0.064,1.0,2.216,1.424,10.031,0.961,Dry,0.98,False,0.0,0.15
SC12646,Urban,Concrete,Foggy,Night_Dark,8.95,11.0,9.0,199.0,200.77,Severe,11.24,0.24,0.381,5.94,-5.06,0.398,0.54,Surface,0.358,0.858,0.25,10.85,-0.15,18.18,0.697676326071031,0.27,0.664,0.684,1.697,9.432,0.979,Flooded Pothole,0.95,True,0.438,0.217
SC12647,Rural,Asphalt,Cloudy,Daylight,6.19,8.0,2.0,144.0,148.98,Low,7.62,-0.38,0.655,8.1,0.1,0.23,0.752,Bottom,0.659,0.478,0.6,7.86,-0.14,26.77,0.9231163463866358,0.12,0.913,1.976,1.15,10.137,0.974,Shallow Puddle,0.9,True,0.354,0.165
SC12648,Urban,Dirt,Drizzle,Daylight,3.13,6.0,3.0,112.0,121.63,Low,5.96,-0.04,0.65,6.51,0.51,0.263,0.711,Bottom,0.598,0.552,0.507,6.03,0.03,27.19,0.8869204367171575,0.134,0.873,1.84,0.692,9.923,0.975,Shallow Puddle,0.9,True,0.366,0.172
SC12649,Urban,Asphalt,Drizzle,Night_Dark,8.87,12.0,10.0,154.0,155.56,Severe,11.94,-0.06,0.392,9.81,-2.19,0.413,0.521,Mixed,0.331,0.892,0.25,12.32,0.32,18.01,0.6703200460356393,0.281,0.635,4.625,2.809,10.058,0.978,Flooded Pothole,0.95,True,0.45,0.225
SC12650,Rural,Asphalt,Thunderstorm,Dawn,3.51,8.0,5.0,282.0,280.6,Moderate,7.14,-0.86,0.417,5.54,-2.46,0.319,0.641,Surface,0.498,0.678,0.288,7.92,-0.08,25.09,0.8187307530779818,0.206,0.797,2.978,0.13,10.132,0.982,Flooded Pothole,0.95,True,0.39,0.188
SC12651,Urban,Asphalt,Foggy,Dusk,6.6,7.0,5.0,146.0,136.37,Moderate,7.73,0.73,0.557,7.09,0.09,0.319,0.641,Bottom,0.498,0.678,0.433,6.76,-0.24,24.14,0.8187307530779818,0.177,0.797,-0.204,0.826,9.628,0.98,Flooded Pothole,0.95,True,0.39,0.188
SC12652,Rural,Dirt,Mist,Dusk,9.56,10.0,5.0,111.0,111.12,Moderate,10.39,0.39,0.586,7.11,-2.89,0.319,0.641,Surface,0.498,0.678,0.273,10.05,0.05,23.13,0.8187307530779818,0.172,0.797,1.4,1.714,9.444,0.938,Flooded Pothole,0.95,True,0.39,0.188
SC12653,Urban,Gravel,Drizzle,Dusk,6.72,19.0,11.0,162.0,164.52,Severe,18.31,-0.69,0.362,17.36,-1.64,0.426,0.503,Mixed,0.307,0.923,0.25,19.84,0.84,17.3,0.6440364210831414,0.3,0.607,-0.281,0.532,10.316,0.967,Flooded Pothole,0.95,True,0.462,0.232
SC12654,Rural,Concrete,Thunderstorm,Night_Dark,11.46,10.0,9.0,446.0,445.93,Extreme,9.17,-0.83,0.234,10.56,0.56,0.398,0.54,Bottom,0.358,0.858,0.297,9.71,-0.29,19.37,0.697676326071031,0.3,0.664,2.823,0.352,10.318,0.973,Flooded Pothole,0.95,True,0.438,0.217
SC12655,Rural,Mud,Mist,Dawn,7.19,19.0,10.0,101.0,96.93,Severe,19.54,0.54,0.441,14.29,-4.71,0.413,0.521,Surface,0.331,0.892,0.25,18.98,-0.02,18.64,0.6703200460356393,0.269,0.635,8.477,3.49,10.67,0.945,Flooded Pothole,0.95,True,0.45,0.225
SC12656,Urban,Concrete,Rainy,Dawn,4.69,10.0,6.0,153.0,153.46,Moderate,11.3,1.3,0.506,6.17,-3.83,0.342,0.612,Surface,0.457,0.73,0.25,9.83,-0.17,19.59,0.7866278610665535,0.201,0.761,-0.838,0.177,10.086,0.982,Flooded Pothole,0.95,True,0.402,0.195
SC12657,Rural,Mud,Cloudy,Daylight,2.81,14.0,13.0,107.0,108.6,Severe,14.18,0.18,0.357,7.66,-6.34,0.448,0.473,Surface,0.267,0.975,0.25,14.14,0.14,13.6,0.5945205479701944,0.3,0.554,7.137,1.638,9.788,0.975,Flooded Pothole,0.95,True,0.486,0.247
SC12658,Urban,Dirt,Clear,Night_Dark,7.16,12.0,11.0,70.0,74.06,Severe,10.86,-1.14,0.434,12.72,0.72,0.426,0.503,Bottom,0.307,0.923,0.257,12.47,0.47,16.28,0.6440364210831414,0.285,0.607,5.226,0.419,9.925,0.965,Flooded Pothole,0.95,True,0.462,0.232
