scenario_id,road_environment,road_type,weather,lighting,vehicle_speed,true_depth,water_depth,true_ntu,ntu,severity_level,severity_score,lidar,ultrasonic,surface_echo,bottom_echo,radar,snr,rcs,clutter_probability,imu_pitch,imu_roll,imu_acceleration,water_state,water_contact,R_lidar,R_ultrasonic,R_radar,R_imu,R_water,scene_complexity,measurement_spread,measurement_consistency,sensor_agreement,W_lidar,W_ultrasonic,W_radar,fusion_entropy,fusion_confidence,effective_sensor_count,dominant_sensor,dominance_ratio,water_depth_estimate,fusion_depth_linear
SC16611,Rural,Concrete,Thunderstorm,Daylight,37.76,6.54,4.29,212.86,206.83,2,0.5,7.0,4.23,0.301,0.664,6.46,27.19,0.8423160322050831,0.177,4.95,-1.586,9.309,Flooded Pothole,True,0.4054850701747702,0.4744150112267303,0.7074697888540031,0.86,0.95,0.3257762785947298,1.4684118405043365,0.8310291050358879,0.8310291050358879,0.247500845234425,0.2925899354773933,0.4599092192881815,1.0624072802269342,0.7185365251934326,2.790318486587336,radar,1.703081169726083,9.643999999999998,5.941174900312002
SC16612,Urban,Asphalt,Cloudy,Daylight,42.15,5.79,0.0,74.42,74.11,2,0.5,5.52,5.71,0.0,1.0,5.81,32.73,1.0,0.065,4.729,1.413,7.808,Dry,False,0.8489482007044679,0.879999999362,0.9146956956276584,0.837,0.98,0.0534718655445803,0.1473091986265624,0.979263499391353,0.979263499391353,0.3190830108117167,0.3324801804681365,0.3484368087201468,1.097965033949354,0.9412738529251627,2.996117799561465,radar,1.0695411078537125,0.0,5.684217908817789
SC16613,Urban,Asphalt,Drizzle,Daylight,32.77,10.62,3.07,127.42,122.17,2,0.5,11.4,8.79,0.265,0.708,10.44,28.64,0.8844405329797853,0.136,1.414,4.75,9.311,Flooded Pothole,True,0.4750358592987021,0.5111638207874698,0.7440316498519878,0.887,0.95,0.2491743513066211,1.3201136314726856,0.9045109102017854,0.9045109102017854,0.2672962687916294,0.2896732497891032,0.4430304814192674,1.0722542286098422,0.760044896286561,2.8438669191709787,radar,1.590860780125293,9.315,10.218643555887944
SC16614,Urban,Asphalt,Clear,Night_Dark,35.76,7.44,1.71,2.94,11.84,2,0.5,8.1,7.48,0.219,0.765,7.35,26.48,0.933886844118656,0.087,-4.532,-0.588,9.157,Shallow Puddle,True,0.5817174724312273,0.5606434526241553,0.7770688965810112,0.872,0.9,0.1646344443087108,0.4007908847932213,0.9589434544673376,0.9589434544673376,0.2980635028135873,0.2867435890120763,0.4151929081743364,1.0839407397719183,0.8112159396500146,2.9116413922017816,radar,1.4199311669657022,8.886999999999999,7.610824293681761
SC16615,Urban,Asphalt,Clear,Dawn,34.69,13.91,0.0,61.77,66.27,3,0.75,13.92,13.98,0.0,1.0,13.96,28.06,1.0,0.063,-8.438,2.271,6.459,Dry,False,0.8587872912411031,0.879999999362,0.907080283493526,0.878,0.98,0.0537561504837762,0.0305505046330392,0.9982154895556198,0.9982154895556198,0.3229590263275206,0.3321810360021897,0.3448599376702897,1.0982501182935915,0.941741143503526,2.99782522790548,radar,1.052782320906763,0.0,13.953725259666946
SC16616,Urban,Asphalt,Mist,Night_Streetlights,38.43,10.47,0.0,125.45,119.37,2,0.5,10.81,10.53,0.0,1.0,10.46,30.6,1.0,0.074,-13.279,-0.687,9.408,Dry,False,0.794032550601163,0.879999999362,0.9060337124560004,0.858,0.98,0.073231590816004,0.1852025917745214,0.9859348686773854,0.9859348686773854,0.3040502914440824,0.3415257627795151,0.3544239457764023,1.096533194771138,0.9277259287358214,2.987725589323503,radar,1.0980083398587406,0.0,10.590324405399992
SC16617,Urban,Dirt,Clear,Night_Dark,44.0,6.65,0.0,30.94,38.19,2,0.5,6.96,6.69,0.0,1.0,6.7,32.21,1.0,0.058,-11.785,0.92,10.303,Dry,False,0.8948349947337575,0.879999999362,0.9185601654738824,0.598,0.98,0.0374453688154887,0.1530795000427336,0.9819074900701824,0.9819074900701824,0.3317521356720633,0.3256340001846955,0.3426138641432411,1.0983909103877698,0.9514528697649228,2.998669416890513,radar,1.042351961669154,0.0,6.7829992152728895
SC16618,Urban,Asphalt,Clear,Night_Dark,30.48,16.21,0.0,12.27,10.21,3,0.75,16.28,16.21,0.0,1.0,16.15,29.7,1.0,0.052,-16.309,2.088,10.085,Dry,False,0.9320297148182664,0.879999999362,0.918263942587239,0.898,0.98,0.0232267791163697,0.0650640709864783,0.9967341020554582,0.9967341020554582,0.3422429731139415,0.3207304415486901,0.3370265853373684,1.0982325680319391,0.9590918009835192,2.9977350192834424,lidar,1.0406364633857017,0.0,16.213735412997735
SC16619,Rural,Asphalt,Rainy,Daylight,42.86,16.88,0.0,108.01,102.92,3,0.75,17.31,16.81,0.0,1.0,16.91,31.57,1.0,0.071,-20.636,6.512,6.97,Dry,False,0.813623834440701,0.879999999362,0.9094487775241696,0.808,0.98,0.0669203636395899,0.2645751311064588,0.9874593997259864,0.9874593997259864,0.3094171464853973,0.338210369105307,0.3523724844092957,1.0971638507152486,0.9325456612143984,2.9914003932405024,radar,1.0881949142843532,0.0,16.999945821683628
SC16620,Urban,Gravel,Cloudy,Night_Streetlights,34.7,13.45,0.0,124.9,131.8,3,0.75,13.48,13.44,0.0,1.0,13.54,30.62,1.0,0.076,7.243,9.304,7.389,Dry,False,0.7795033711878484,0.879999999362,0.9047973903690724,0.755,0.98,0.0754336497268026,0.0503322295684714,0.996962092396048,0.996962092396048,0.2998801291180505,0.3438270192731124,0.3562928516088371,1.095937831354289,0.924723436868384,2.984275490184164,radar,1.1070029360345734,0.0,13.487624490325606
SC16621,Urban,Mud,Rainy,Dawn,25.1,4.39,1.08,175.96,170.24,1,0.25,5.27,3.84,0.195,0.794,4.44,29.47,0.957719826945968,0.106,-1.412,1.004,9.204,Shallow Puddle,True,0.4549162944004542,0.5871918186115793,0.7756825739125669,0.808,0.9,0.2249944471919431,0.7180761333823407,0.8851048859687407,0.8851048859687407,0.2425487417507295,0.3189332262713266,0.4385180319779439,1.0695457399494397,0.7752524966761395,2.83409470893436,radar,1.562002190457365,8.665000000000001,4.44995551989031
SC16622,Rural,Mud,Rainy,Night_Streetlights,52.08,5.68,3.15,208.38,207.56,2,0.5,6.19,5.91,0.268,0.705,5.44,24.39,0.8816148467834161,0.155,-4.776,-0.041,8.383,Flooded Pothole,True,0.4119392221740083,0.5083105566050353,0.7149360492261237,0.376,0.95,0.2888568350013494,0.3789898855290644,0.9497338554773608,0.9497338554773608,0.2440616201048866,0.3054464466795171,0.4504919332155961,1.065691232656799,0.7349888359882136,2.8105156944084584,radar,1.6396189990444832,9.34,5.766606045018039
SC16623,Rural,Concrete,Cloudy,Night_Streetlights,41.93,5.18,0.0,97.42,98.03,1,0.25,5.02,5.37,0.0,1.0,5.08,31.34,1.0,0.07,6.985,-1.959,8.633,Dry,False,0.8195281578956194,0.879999999362,0.9097562333228998,0.836,0.98,0.0656578769012532,0.1871719352182196,0.9712165970511958,0.9712165970511958,0.3111144849923876,0.3373224798007213,0.351563035206891,1.0973413363629525,0.933765260292074,2.992441876961914,radar,1.0843398951445553,0.0,5.159156650042666
SC16624,Urban,Concrete,Clear,Daylight,40.29,10.24,0.0,52.04,43.7,2,0.5,9.72,10.24,0.0,1.0,10.28,30.97,1.0,0.059,-13.791,-0.743,9.765,Dry,False,0.8876612041620131,0.879999999362,0.9161839091228884,0.865,0.98,0.0427478377801034,0.3124099870362656,0.9753188514608636,0.9753188514608636,0.3300177744736788,0.326920190316985,0.3430620352093362,1.098393042156245,0.9491204022085998,2.998679660587753,radar,1.044427491163827,0.0,10.082113238682062
SC16625,Urban,Asphalt,Clear,Daylight,28.34,8.67,0.0,22.77,27.65,2,0.5,8.77,8.66,0.0,1.0,8.59,27.34,1.0,0.056,-3.577,3.097,8.335,Dry,False,0.9086953620497992,0.879999999362,0.9091003330195542,0.908,0.98,0.0415015325692417,0.0907377172587744,0.9915304132217628,0.9915304132217628,0.3369430279807806,0.3250141672983329,0.3380428047208865,1.0984550135332996,0.9512805242679294,2.99906053643198,radar,1.0213433954058917,0.0,8.673400736747425
SC16626,Urban,Mud,Clear,Night_Streetlights,25.57,12.09,0.0,23.29,26.72,2,0.5,11.8,12.11,0.0,1.0,12.18,34.52,1.0,0.055,13.734,1.943,8.663,Dry,False,0.9099270541312952,0.879999999362,0.9226688237806312,0.802,0.98,0.0322222908193218,0.2022374841615662,0.9864596551564196,0.9864596551564196,0.3354393690599691,0.3230508803219997,0.3415097506180313,1.0983459292679734,0.9550226832555936,2.9984076833720072,radar,1.037250744221409,0.0,12.029919478134673
SC16627,Urban,Asphalt,Cloudy,Night_Streetlights,37.07,10.86,0.0,70.34,69.97,2,0.5,10.45,10.88,0.0,1.0,10.65,29.75,1.0,0.064,20.432,4.973,6.876,Dry,False,0.8541316731490443,0.879999999362,0.9107597110120692,0.865,0.98,0.0529318366220084,0.2151743479135008,0.9837860686626224,0.9837860686626224,0.3211189941528979,0.3323161481621878,0.3465648576849141,1.0981249628802443,0.9416758401408026,2.9970751724659186,radar,1.0607475332777256,0.0,10.662208915246724
SC16628,Urban,Dirt,Cloudy,Dawn,33.74,12.64,0.0,108.36,108.47,2,0.5,12.7,12.82,0.0,1.0,12.73,28.96,1.0,0.072,20.725,-1.398,6.639,Dry,False,0.8069674575336434,0.879999999362,0.903880529287944,0.73,0.98,0.0697768486311889,0.0624499799839843,0.9960166991491564,0.9960166991491564,0.3081816831056117,0.3399899777972006,0.3518283390971877,1.0970686792138713,0.9302719770092291,2.9908571143324143,radar,1.085602349865326,0.0,12.75135364750858
SC16629,Rural,Concrete,Drizzle,Dusk,47.53,17.34,3.25,175.81,182.54,3,0.75,18.18,17.14,0.271,0.701,17.46,27.63,0.8780954309205613,0.152,12.26,9.061,10.655,Flooded Pothole,True,0.4287532259584709,0.5050936884556231,0.7298097605620495,0.801,0.95,0.2650628380581248,0.532666249478351,0.9758756347996408,0.9758756347996408,0.2500016941327477,0.2979749362808595,0.4520233695863928,1.0662624056293195,0.743745599203428,2.812029576136753,radar,1.6497906826557922,9.367,17.544649240165704
SC16630,Urban,Asphalt,Clear,Daylight,23.49,13.3,0.0,37.22,35.2,2,0.5,13.29,13.38,0.0,1.0,13.33,30.56,1.0,0.057,-9.962,-0.534,9.45,Dry,False,0.8987485055463821,0.879999999362,0.9167647434180948,0.927,0.98,0.0326860536023171,0.0450924975282297,0.9972462637484644,0.9972462637484644,0.333145466977679,0.3253690805629275,0.3414854524593934,1.0984174420847743,0.9527087104714448,2.9988311606128324,radar,1.0371386744111344,0.0,13.33294263534904
SC16631,Urban,Asphalt,Mist,Daylight,19.94,8.89,2.08,116.82,127.39,2,0.5,8.84,7.77,0.232,0.749,9.05,29.79,0.9201670953964766,0.117,-1.004,0.943,9.309,Shallow Puddle,True,0.4788931253100653,0.5464159121295864,0.7638252028919494,0.939,0.9,0.2163173272479378,0.6864643714959532,0.938500513527139,0.938500513527139,0.2603585428484098,0.3003871097958984,0.4392543473556919,1.0729981907235946,0.7751944617100673,2.84930021336581,radar,1.566679457193234,9.01,8.610829205463086
SC16632,Urban,Asphalt,Rainy,Night_Streetlights,18.33,7.23,3.14,249.03,250.22,2,0.5,7.57,6.88,0.267,0.706,6.94,26.44,0.881967563260722,0.163,5.62,-0.733,9.761,Shallow Puddle,True,0.3838017014047815,0.5092128890328009,0.7190301109886863,0.944,0.9,0.298877341674311,0.3822302970723279,0.9580642343776588,0.9580642343776588,0.230339515606393,0.3103020726496978,0.4593584117439092,1.0586491438419685,0.7251705414671048,2.775050372088484,radar,1.6993084576565027,9.335,7.066495770473046
SC16633,Rural,Asphalt,Clear,Night_Streetlights,65.83,13.79,0.0,21.65,20.62,3,0.75,14.17,13.76,0.0,1.0,13.76,32.41,1.0,0.054,-4.436,33.073,3.839,Dry,False,0.9180410832975135,0.879999999362,0.9213469341063496,0.629,0.98,0.0301090603752969,0.2367136103677466,0.9862827081624114,0.9862827081624114,0.3378952363020038,0.3221491690418328,0.3399555946561634,1.09832610080707,0.9563356853711296,2.9982932140805536,radar,1.0300991627314544,0.0,13.89853704688382
SC16634,Urban,Gravel,Drizzle,Dusk,28.81,8.68,1.8,78.39,77.39,2,0.5,8.97,8.14,0.223,0.761,9.08,28.82,0.9305308958112056,0.101,5.591,0.616,8.542,Shallow Puddle,True,0.522175643259194,0.5566042475835701,0.7740918072623976,0.816,0.9,0.1881245979575651,0.5139066063011838,0.9541397602104692,0.9541397602104692,0.2752491072041194,0.2953825828695481,0.4293683099263325,1.0783125477103086,0.7932611833166349,2.878774073705946,radar,1.504887714418374,8.921,8.772062970310174
SC16635,Rural,Dirt,Clear,Night_Streetlights,52.05,11.59,0.0,28.47,32.8,2,0.5,11.41,11.25,0.0,1.0,11.48,30.23,1.0,0.057,3.193,-3.518,10.263,Dry,False,0.9019003251279732,0.879999999362,0.916160921186462,0.431,0.98,0.0334689153422422,0.1178982612255161,0.9916119452154531,0.9916119452154531,0.3341081029148335,0.3250169888842256,0.340874908200941,1.0984220960882698,0.9528958094210234,2.998860697994603,radar,1.0343253881277694,0.0,11.381858525352593
SC16636,Urban,Mud,Clear,Night_Streetlights,26.43,12.64,0.0,55.5,50.17,2,0.5,12.5,12.72,0.0,1.0,12.61,30.12,1.0,0.06,15.902,5.827,10.414,Dry,False,0.8793003067594974,0.879999999362,0.9140452987118124,0.792,0.98,0.040670351752674,0.1100000000000003,0.9929278791414006,0.9929278791414006,0.327964776405127,0.3283870571750886,0.3436481664197844,1.0983739687330694,0.9481204826454276,2.9985635426364063,radar,1.0471462067660655,0.0,12.610046450884695
SC16637,Urban,Asphalt,Cloudy,Night_Streetlights,21.46,13.18,0.0,94.64,91.32,2,0.5,13.92,13.07,0.0,1.0,13.17,30.81,1.0,0.068,8.904,2.052,7.976,Dry,False,0.827690528756701,0.879999999362,0.9102016742782696,0.934,0.98,0.0659589088507384,0.4645786621588784,0.9724446413777134,0.9724446413777134,0.3134342694303292,0.3360846072468073,0.3504811233228634,1.0975611258081823,0.935025153348774,2.993734810994941,radar,1.0792022708094495,0.0,13.371467241348068
SC16638,Urban,Mud,Drizzle,Night_Dark,43.0,19.25,5.01,204.03,198.8,4,1.0,19.35,16.46,0.319,0.641,19.26,23.11,0.8184033262664787,0.19,20.719,-3.323,9.805,Flooded Pothole,True,0.4070410521031482,0.4561283894869915,0.6766111482280998,0.566,0.95,0.3409894144528934,1.6431778154945176,0.9318901632878076,0.9318901632878076,0.2563963801829323,0.289923290795418,0.4536803290216498,1.0665005399154524,0.712037755121714,2.811986695273955,radar,1.660860309889766,9.815,18.471290459989294
SC16639,Rural,Asphalt,Cloudy,Daylight,43.92,8.87,0.0,78.01,79.49,2,0.5,9.3,8.83,0.0,1.0,8.88,29.88,1.0,0.066,-4.341,0.104,7.451,Dry,False,0.8422527448631232,0.879999999362,0.9097602193743876,0.8,0.98,0.0580359247287742,0.2581343319539914,0.977125729121978,0.977125729121978,0.3177854342820648,0.3341164801746136,0.3480980855433217,1.09792071762271,0.9387762206596106,2.995862578440729,radar,1.0679461981097969,0.0,8.996764058389738
SC16640,Urban,Concrete,Rainy,Night_Streetlights,35.87,10.68,6.41,218.43,220.42,3,0.75,10.18,11.16,0.351,0.601,10.61,25.48,0.7738323739278322,0.222,9.477,-1.836,8.291,Flooded Pothole,True,0.3860792052788546,0.4248549286824723,0.6639941464130362,0.886,0.95,0.3453838880493497,0.4912229636326056,0.9637065515406378,0.9637065515406378,0.2537736085629781,0.2812894534874678,0.464936937949554,1.0608559583628885,0.6982687090184885,2.780162869338324,radar,1.737877162239922,10.114,10.655586547736029
SC16641,Rural,Concrete,Drizzle,Daylight,40.04,9.2,0.0,130.38,118.22,2,0.5,9.57,9.75,0.0,1.0,9.17,31.33,1.0,0.074,0.933,0.092,9.732,Dry,False,0.7953886510161151,0.879999999362,0.9071968105770654,0.847,0.98,0.0756053875446877,0.2968725877094976,0.975111006597797,0.975111006597797,0.3042807291316181,0.3411374439258119,0.3545818269425699,1.0965537824761094,0.9276024999587036,2.987841370052128,radar,1.0987661697276694,0.0,9.48957200912962
SC16642,Urban,Gravel,Mist,Daylight,28.08,18.1,0.0,160.5,164.95,3,0.75,17.99,18.18,0.0,1.0,18.33,28.72,1.0,0.083,-26.807,8.567,6.846,Dry,False,0.7418898535852666,0.879999999362,0.8963084408557764,0.823,0.98,0.0976413680348064,0.1703917055884274,0.9923999872115614,0.9923999872115614,0.2895024345810975,0.3506036783668586,0.3598938870520439,1.0941242138903753,0.9127521780212522,2.9739050934085585,radar,1.1244819562602135,0.0,18.1789786204874
SC16643,Rural,Concrete,Clear,Night_Streetlights,50.28,15.43,0.0,78.17,80.77,3,0.75,15.8,15.33,0.0,1.0,15.45,30.79,1.0,0.066,-3.304,6.348,8.934,Dry,False,0.8406665052084231,0.879999999362,0.9114396926652326,0.783,0.98,0.0566074722006992,0.2441993720985653,0.9873211713164448,0.9873211713164448,0.3171090524352998,0.3341062419507277,0.3487847056139725,1.0978572769855297,0.939023822929536,2.995483683036912,radar,1.071180940066032,0.0,15.520895419318268
SC16644,Urban,Asphalt,Clear,Night_Dark,37.65,13.96,0.0,24.68,21.3,3,0.75,14.44,14.01,0.0,1.0,13.89,28.35,1.0,0.054,31.563,9.388,6.25,Dry,False,0.9171335399875054,0.879999999362,0.9136261881272864,0.862,0.98,0.0379821760569332,0.2891942830232525,0.9835445966660544,0.9835445966660544,0.3386746958204226,0.3232719243573608,0.3380533798222165,1.098383059365247,0.953655829168936,2.998632255375629,lidar,1.024230265132677,0.0,14.115063713624114
SC16645,Urban,Concrete,Thunderstorm,Night_Streetlights,28.05,9.21,3.97,380.13,378.96,2,0.5,8.96,8.07,0.292,0.675,9.54,22.97,0.8531669753019899,0.205,-2.663,4.37,8.334,Flooded Pothole,True,0.3050785492057666,0.4834499024587778,0.6695948086191799,0.918,0.95,0.3943565632476536,0.7404278042681356,0.9361016284398428,0.9361016284398428,0.202776642415959,0.3250315518610354,0.4721918057230056,1.0431603469582884,0.6761696371371063,2.704683863116053,radar,1.7892553046397364,9.563,8.944593166163022
SC16646,Urban,Asphalt,Mist,Daylight,29.47,9.82,0.0,106.91,104.06,2,0.5,9.34,9.86,0.0,1.0,9.91,35.0,1.0,0.071,-9.279,4.906,10.271,Dry,False,0.8122526936583125,0.879999999362,0.9127786262722984,0.903,0.98,0.0696116479274182,0.3156474826976025,0.9741267363931,0.9741267363931,0.3085515374672286,0.3378964306722326,0.3535520318605388,1.0970351151943003,0.9321665832991524,2.990635527342158,radar,1.093829818591592,0.0,9.71723080211007
SC16647,Urban,Gravel,Cloudy,Night_Dark,34.29,12.6,0.0,114.44,119.45,3,0.75,12.09,12.69,0.0,1.0,12.59,29.33,1.0,0.074,3.087,1.56,10.564,Dry,False,0.7939382883489178,0.879999999362,0.9034983800688924,0.76,0.98,0.0785455459445148,0.3214550253664317,0.9793644018944524,0.9793644018944524,0.3043172510854786,0.3418928053530969,0.3537899435614245,1.096586844651821,0.926355086310789,2.9880447984678797,radar,1.094968857371716,0.0,12.472030654992572
SC16648,Rural,Concrete,Cloudy,Dawn,55.97,8.36,0.0,82.32,82.44,2,0.5,8.7,8.49,0.0,1.0,8.2,30.07,1.0,0.066,-13.777,1.133,9.498,Dry,False,0.838600839784064,0.879999999362,0.9101395855107544,0.744,0.98,0.0586165706856027,0.251064400768674,0.976351464905594,0.976351464905594,0.3166712172706743,0.3345778785131726,0.348750904216153,1.0978352327120815,0.9381561176465432,2.9953553137206588,radar,1.0710215383725747,0.0,8.455363193404157
SC16649,Rural,Asphalt,Drizzle,Night_Dark,36.7,15.27,6.03,105.03,100.05,3,0.75,15.48,14.0,0.343,0.611,15.14,22.85,0.7856844737788526,0.191,17.683,3.716,10.881,Flooded Pothole,True,0.4736994517673615,0.4325999757624805,0.670648326406649,0.848,0.95,0.2985469394035022,0.7751988992080251,0.959181233222862,0.959181233222862,0.2939567424165854,0.2675285315638426,0.4385147260195718,1.0741368688871955,0.7312011674941409,2.854881411374819,radar,1.5619812178130084,10.037,14.934962766438858
SC16650,Urban,Asphalt,Clear,Night_Streetlights,37.44,11.83,0.0,19.32,19.22,2,0.5,11.78,11.76,0.0,1.0,11.57,32.92,1.0,0.054,12.897,2.998,8.373,Dry,False,0.9199119516793666,0.879999999362,0.921909314195648,0.863,0.98,0.0273107107407405,0.1159022576714243,0.9919788048174571,0.9919788048174571,0.3383567075890723,0.321837401100966,0.3398058913099617,1.0983116340764365,0.9572083610656372,2.998207508866374,radar,1.0294120678634275,0.0,11.702204014802888
SC16651,Urban,Asphalt,Mist,Night_Streetlights,29.75,12.75,3.38,193.31,186.59,3,0.75,12.96,13.22,0.275,0.696,13.61,24.41,0.8735411859788502,0.155,3.457,8.537,8.537,Flooded Pothole,True,0.4250094827498463,0.5009210656937488,0.7141105516014522,0.901,0.95,0.2786676910480829,0.327159492195065,0.9802575339299446,0.9802575339299446,0.2513817015269822,0.2998898968563099,0.4487284016167078,1.067855767915081,0.7390722993094858,2.82100268134822,radar,1.627975767048622,9.404,13.3296448342335
SC16652,Urban,Mud,Cloudy,Daylight,40.53,13.6,0.0,70.95,65.98,3,0.75,13.37,13.6,0.0,1.0,13.55,28.55,1.0,0.063,0.609,7.717,7.572,Dry,False,0.8591531122135587,0.879999999362,0.9085011551098856,0.601,0.98,0.0535543336843457,0.1209683154108274,0.9927403863039608,0.9927403863039608,0.3228694137706917,0.3319268480244893,0.345203738204819,1.0982344360908725,0.9420070772919708,2.997730313530856,radar,1.0543851831327151,0.0,13.5084798479225
SC16653,Rural,Concrete,Thunderstorm,Dawn,36.08,8.31,0.0,387.08,387.52,2,0.5,7.5,8.52,0.0,1.0,8.16,28.97,1.0,0.128,2.994,4.711,8.488,Dry,False,0.5286626900231973,0.879999999362,0.8684581455623321,0.869,0.98,0.2068771177949751,0.5173006862551023,0.9502056582736672,0.9502056582736672,0.2244296578131329,0.388397401576102,0.387172940610765,1.070040958974353,0.8419734768001368,2.8479959177459584,ultrasonic,1.2700972905469448,0.0,8.15169949041073
SC16654,Urban,Asphalt,Drizzle,Daylight,24.48,14.74,5.97,161.55,162.11,3,0.75,13.97,11.41,0.342,0.613,14.73,21.59,0.78757238109851,0.202,-7.635,6.002,9.721,Flooded Pothole,True,0.427651605385124,0.4338702153518301,0.653044873911546,0.923,0.95,0.3507262163998556,1.7394251924127122,0.9039748354882458,0.9039748354882458,0.2747786943811875,0.2798836480289558,0.4453376575898565,1.0715984221666657,0.7104086601173863,2.8395875808316817,radar,1.6057973420483165,10.026,13.591954480814165
SC16655,Urban,Gravel,Cloudy,Daylight,26.12,11.44,0.0,93.34,90.87,2,0.5,11.49,11.38,0.0,1.0,11.53,28.52,1.0,0.068,-1.914,-2.411,8.567,Dry,False,0.8282404443411284,0.879999999362,0.9052576982409096,0.842,0.98,0.0639116014599774,0.0776745346515396,0.9944995221332396,0.9944995221332396,0.3142785140725397,0.3367456612817072,0.348975824645753,1.0976781467243697,0.9349421761293096,2.9944355812157486,radar,1.0720825365810418,0.0,11.466917010244844
SC16656,Urban,Concrete,Clear,Night_Dark,23.02,5.04,0.0,40.93,38.57,1,0.25,4.93,5.16,0.0,1.0,5.15,28.54,1.0,0.058,2.747,1.4,8.975,Dry,False,0.8943386674825985,0.879999999362,0.9116346769581,0.935,0.98,0.0433993748227011,0.1300000000000003,0.9795330511164416,0.9795330511164416,0.3325376425307311,0.3266248766404502,0.3408374808288186,1.098459534149821,0.9493276031208552,2.9990827418377664,radar,1.0341530985601162,0.0,5.080107967409643
SC16657,Urban,Gravel,Clear,Night_Streetlights,44.51,9.64,0.0,9.67,7.65,2,0.5,9.05,9.64,0.0,1.0,9.64,32.12,1.0,0.052,8.588,2.049,7.161,Dry,False,0.9354972266390528,0.879999999362,0.922271049636541,0.642,0.98,0.0278207433957006,0.3406366588218791,0.971390242820523,0.971390242820523,0.3425765986764846,0.3197184110143047,0.3377049903092106,1.098174843558054,0.9591240251880068,2.997393028366006,lidar,1.0421795086264718,0.0,9.437879806780874
SC16658,Rural,Concrete,Clear,Daylight,57.12,9.03,0.0,63.24,62.37,2,0.5,8.99,8.96,0.0,1.0,9.09,30.39,1.0,0.062,2.243,6.912,8.504,Dry,False,0.8637181823868024,0.879999999362,0.9132837067044116,0.735,0.98,0.0452044533184708,0.06806859285554,0.9938716156017632,0.9938716156017632,0.3235872724068493,0.3306476861301619,0.3457650414629888,1.0982285609331257,0.9449181699944968,2.997691066483218,radar,1.057005703990889,0.0,9.014657073562397
SC16659,Urban,Gravel,Drizzle,Daylight,36.89,12.17,4.0,101.11,103.26,3,0.75,13.33,11.79,0.293,0.674,12.28,25.13,0.8521437889662113,0.151,-8.674,-3.388,7.586,Flooded Pothole,True,0.4832843332950983,0.4825477160652849,0.7180902208726929,0.731,0.95,0.2582153486526419,0.7867867140040775,0.9509951201131972,0.9509951201131972,0.2801992321136922,0.2803870013796409,0.4394137665066668,1.0743564612889045,0.7536006518043881,2.8554056412787965,radar,1.567693747193401,9.57,12.436819563043352
SC16660,Rural,Concrete,Clear,Night_Dark,48.03,3.92,0.0,38.99,36.12,1,0.25,4.26,3.95,0.0,1.0,3.88,31.34,1.0,0.057,7.076,2.425,10.022,Dry,False,0.8975427978946849,0.879999999362,0.9180267445349262,0.798,0.98,0.0395054447000369,0.2022374841615667,0.9606385586711702,0.9606385586711702,0.3325705930089658,0.3253258818592983,0.3421035251317358,1.0984000812445365,0.9513383146885734,2.998725985422746,radar,1.0399919689467798,0.0,4.029149637073558
SC16661,Urban,Mud,Clear,Night_Streetlights,34.41,8.55,0.0,85.73,89.49,2,0.5,8.81,8.36,0.0,1.0,8.45,30.44,1.0,0.068,8.644,1.546,9.462,Dry,False,0.8299288268274974,0.879999999362,0.9095634320084488,0.687,0.98,0.0616451025517669,0.2381176179958138,0.9777406889621352,0.9777406889621352,0.3142060328778966,0.335882849308702,0.3499111178134013,1.0976374088163308,0.9361615068981692,2.9941866973659743,radar,1.0765023903666386,0.0,8.532884715398259
SC16662,Urban,Gravel,Cloudy,Dawn,26.01,13.38,3.37,96.96,99.32,2,0.5,14.12,11.29,0.274,0.697,13.56,25.75,0.8738906723458553,0.137,9.101,1.414,9.216,Flooded Pothole,True,0.4909262732592601,0.5018017947947756,0.7328509623943067,0.843,0.95,0.2567075424959614,1.4986327101728432,0.9139116035496092,0.9139116035496092,0.2776086522848393,0.284850485831169,0.4375408618839916,1.0751448171305815,0.7600711891172566,2.860016201675024,radar,1.5558138617784965,9.4,13.068850242442757
SC16663,Urban,Concrete,Mist,Dawn,30.95,6.36,0.0,118.78,119.61,2,0.5,6.34,6.45,0.0,1.0,6.58,30.97,1.0,0.074,5.527,1.4,9.857,Dry,False,0.7937497931667931,0.879999999362,0.906646949624732,0.907,0.98,0.0725584753248076,0.1201388086062674,0.9850348551964382,0.9850348551964382,0.3038908416296552,0.3414779247802355,0.3546312335901093,1.0965068718499449,0.9278839444359316,2.987570554103174,radar,1.0990033978922824,0.0,6.462674067787453
SC16664,Rural,Dirt,Cloudy,Dawn,65.81,16.06,0.0,85.7,94.09,3,0.75,15.51,16.11,0.0,1.0,16.13,28.02,1.0,0.069,-49.203,-27.603,3.081,Dry,False,0.8243124586754866,0.879999999362,0.9031704876691556,0.265,0.98,0.0726198709558952,0.3523256069793013,0.9822471840543135,0.9822471840543135,0.3133455674940377,0.3375697103679463,0.349084722138016,1.097607432868836,0.93234333339563,2.994021861194425,radar,1.0725964929984677,0.0,15.928974353946336
