scenario_id,road_environment,road_type,pothole_depth,water_depth,ntu,weather,lighting,vehicle_speed,severity,temperature_c,relative_humidity_pct,ambient_lux,water_conductivity_factor,road_roughness_factor,surface_reflectance_prior,radar_return_strength_prior
SC15779,Urban,Concrete,9.16,0.0,66.58,Clear,Night_Dark,35.12,Moderate,20.44,46.89,0.931,0.76,0.9,0.45,0.95
SC15780,Rural,Gravel,11.89,0.0,142.35,Cloudy,Night_Streetlights,62.23,Severe,22.04,82.6,102.19,1.144,1.7825,0.32,0.9
SC15781,Rural,Asphalt,7.16,1.86,72.84,Clear,Night_Streetlights,50.26,Moderate,31.92,60.79,158.546,0.738,1.15,0.18,0.8
SC15782,Urban,Concrete,17.56,0.0,296.61,Thunderstorm,Night_Streetlights,20.1,Severe,22.39,92.5,120.013,0.988,0.9,0.45,0.95
SC15783,Urban,Gravel,7.55,2.53,456.27,Thunderstorm,Night_Dark,22.44,Moderate,25.04,90.47,2.426,0.802,1.55,0.32,0.9
SC15784,Rural,Asphalt,8.52,0.0,16.17,Clear,Night_Dark,60.08,Moderate,23.79,44.23,4.144,1.084,1.15,0.18,0.8
SC15785,Urban,Concrete,7.7,0.0,119.63,Cloudy,Dusk,38.81,Moderate,22.59,67.63,2008.907,0.692,0.9,0.45,0.95
SC15786,Urban,Asphalt,10.14,1.23,151.07,Foggy,Night_Dark,24.04,Moderate,23.36,83.14,3.758,1.173,1.0,0.18,0.8
SC15787,Urban,Asphalt,9.43,0.0,152.07,Rainy,Night_Streetlights,30.83,Moderate,23.97,91.46,25.618,1.287,1.0,0.18,0.8
SC15788,Urban,Concrete,16.06,0.0,107.75,Cloudy,Dusk,22.59,Moderate,25.57,49.8,4688.146,0.658,0.9,0.45,0.95
SC15789,Rural,Asphalt,8.12,3.04,236.14,Rainy,Daylight,45.69,Moderate,22.33,85.46,44681.829,1.185,1.15,0.18,0.8
SC15790,Urban,Dirt,18.32,8.29,390.83,Thunderstorm,Night_Dark,27.98,Severe,27.84,89.53,2.562,1.408,2.0,0.24,0.72
SC15791,Urban,Concrete,16.05,4.02,100.58,Drizzle,Night_Streetlights,37.33,Severe,18.07,83.1,128.895,0.923,0.9,0.45,0.95
SC15792,Rural,Concrete,15.12,0.0,50.82,Clear,Daylight,52.37,Severe,25.81,38.3,18495.72,1.075,1.035,0.45,0.95
SC15793,Urban,Asphalt,16.38,8.52,468.44,Thunderstorm,Daylight,17.38,Severe,24.69,76.82,19125.8,0.993,1.0,0.18,0.8
SC15794,Urban,Asphalt,15.18,6.01,261.18,Rainy,Daylight,25.18,Severe,23.48,84.21,33738.487,0.875,1.0,0.18,0.8
SC15795,Urban,Asphalt,14.71,1.38,35.63,Clear,Daylight,32.48,Severe,28.33,54.25,24503.58,0.883,1.0,0.18,0.8
SC15796,Urban,Dirt,16.54,0.0,199.74,Rainy,Daylight,31.31,Severe,20.6,86.43,20200.007,1.283,2.0,0.24,0.72
SC15797,Urban,Gravel,10.01,1.3,66.48,Cloudy,Night_Streetlights,33.49,Moderate,17.6,79.68,93.898,1.137,1.55,0.32,0.9
SC15798,Urban,Mud,9.68,0.0,84.34,Clear,Dusk,31.67,Moderate,29.23,63.75,1323.935,0.722,2.35,0.12,0.62
SC15799,Urban,Gravel,6.57,4.14,237.59,Rainy,Dusk,32.92,Moderate,19.07,89.95,2080.542,0.823,1.55,0.32,0.9
SC15800,Urban,Concrete,12.5,1.75,125.28,Foggy,Night_Dark,23.62,Moderate,20.78,84.81,1.773,1.06,0.9,0.45,0.95
SC15801,Urban,Asphalt,16.77,0.0,33.21,Clear,Dawn,23.09,Severe,27.22,47.29,1634.196,0.977,1.0,0.18,0.8
SC15802,Urban,Gravel,10.84,2.7,128.56,Mist,Daylight,29.9,Moderate,23.43,80.78,48315.626,1.018,1.55,0.32,0.9
SC15803,Urban,Concrete,10.12,0.0,72.34,Drizzle,Daylight,26.95,Moderate,26.42,88.29,22830.944,1.192,0.9,0.45,0.95
SC15804,Urban,Asphalt,15.18,2.76,75.2,Clear,Dawn,23.16,Severe,19.38,40.05,5541.413,0.74,1.0,0.18,0.8
SC15805,Urban,Concrete,14.01,0.0,115.87,Mist,Daylight,25.82,Moderate,20.46,81.07,10813.443,0.845,0.9,0.45,0.95
SC15806,Rural,Asphalt,7.43,3.49,469.87,Thunderstorm,Night_Streetlights,39.89,Moderate,24.41,92.56,221.539,0.988,1.15,0.18,0.8
SC15807,Urban,Mud,9.05,1.97,134.72,Drizzle,Night_Dark,31.99,Moderate,22.14,80.29,2.367,1.148,2.35,0.12,0.62
SC15808,Urban,Asphalt,8.72,5.51,385.05,Thunderstorm,Daylight,22.54,Moderate,23.06,81.63,25904.202,1.266,1.0,0.18,0.8
SC15809,Urban,Asphalt,15.4,0.0,21.86,Cloudy,Daylight,34.95,Severe,18.67,67.43,20397.746,0.854,1.0,0.18,0.8
SC15810,Rural,Dirt,14.5,0.0,79.53,Cloudy,Night_Streetlights,42.16,Moderate,23.33,54.81,81.833,0.981,2.3,0.24,0.72
SC15811,Rural,Concrete,9.05,0.0,87.33,Mist,Daylight,59.55,Moderate,19.5,88.95,24208.562,1.098,1.035,0.45,0.95
SC15812,Urban,Mud,9.46,0.0,144.12,Drizzle,Daylight,41.91,Moderate,19.37,87.44,28294.829,1.193,2.35,0.12,0.62
SC15813,Rural,Concrete,10.51,0.0,24.46,Clear,Dawn,60.56,Moderate,29.03,51.5,1951.991,0.668,1.035,0.45,0.95
SC15814,Urban,Asphalt,10.32,5.56,378.46,Thunderstorm,Dusk,25.82,Severe,20.98,96.08,3860.956,1.292,1.0,0.18,0.8
SC15815,Urban,Asphalt,8.13,1.02,159.13,Foggy,Night_Dark,37.02,Moderate,19.68,85.71,4.618,0.821,1.0,0.18,0.8
SC15816,Urban,Concrete,8.67,0.0,74.23,Cloudy,Night_Streetlights,29.36,Moderate,25.41,72.1,136.43,1.026,0.9,0.45,0.95
SC15817,Urban,Concrete,9.16,0.0,139.88,Cloudy,Dawn,42.14,Moderate,20.76,81.96,2272.03,0.672,0.9,0.45,0.95
SC15818,Urban,Gravel,6.16,0.0,101.75,Drizzle,Daylight,27.58,Moderate,24.5,85.52,15085.409,1.039,1.55,0.32,0.9
SC15819,Urban,Concrete,5.72,0.0,236.18,Foggy,Daylight,30.22,Moderate,19.83,86.27,48703.944,0.652,0.9,0.45,0.95
SC15820,Urban,Asphalt,11.07,2.83,375.42,Thunderstorm,Night_Streetlights,24.06,Moderate,25.63,86.8,24.707,1.276,1.0,0.18,0.8
SC15821,Urban,Asphalt,11.97,8.08,265.5,Thunderstorm,Night_Streetlights,16.52,Moderate,19.37,79.15,92.431,1.283,1.0,0.18,0.8
SC15822,Urban,Gravel,13.08,5.61,214.64,Thunderstorm,Dawn,23.99,Severe,20.42,90.39,2962.602,0.916,1.55,0.32,0.9
SC15823,Urban,Gravel,11.81,7.84,253.55,Rainy,Daylight,26.99,Severe,22.37,76.3,34655.314,1.096,1.55,0.32,0.9
SC15824,Urban,Asphalt,10.99,1.79,147.74,Rainy,Night_Dark,29.7,Moderate,22.33,83.8,1.725,1.386,1.0,0.18,0.8
SC15825,Urban,Asphalt,8.72,2.2,86.02,Drizzle,Night_Streetlights,18.75,Moderate,22.29,71.15,95.879,0.828,1.0,0.18,0.8
SC15826,Urban,Gravel,14.77,0.0,46.53,Clear,Night_Dark,28.46,Moderate,26.26,54.83,1.842,0.753,1.55,0.32,0.9
SC15827,Rural,Asphalt,8.45,0.0,112.5,Mist,Dusk,35.76,Moderate,22.44,93.21,1107.143,0.759,1.15,0.18,0.8
SC15828,Urban,Asphalt,4.55,0.0,39.87,Clear,Daylight,30.58,Low,28.42,37.35,24617.677,0.627,1.0,0.18,0.8
SC15829,Urban,Gravel,9.78,0.0,130.37,Foggy,Night_Streetlights,23.7,Moderate,15.46,89.53,203.84,0.807,1.55,0.32,0.9
SC15830,Urban,Gravel,15.55,0.0,23.66,Clear,Daylight,31.25,Severe,27.69,58.8,38306.72,0.827,1.55,0.32,0.9
SC15831,Urban,Gravel,11.28,4.28,241.52,Rainy,Dusk,33.53,Severe,22.16,92.87,4259.309,0.791,1.55,0.32,0.9
SC15832,Urban,Asphalt,7.04,0.0,79.08,Clear,Dusk,19.64,Low,25.84,47.08,2892.55,0.897,1.0,0.18,0.8
SC15833,Urban,Concrete,12.0,0.0,42.91,Clear,Daylight,45.33,Severe,22.05,47.64,28862.895,0.822,0.9,0.45,0.95
SC15834,Rural,Dirt,19.88,5.52,100.97,Cloudy,Dawn,50.23,Severe,25.14,73.77,5410.948,0.856,2.3,0.24,0.72
SC15835,Rural,Gravel,5.5,0.35,99.42,Cloudy,Night_Streetlights,63.37,Moderate,28.62,74.69,60.631,0.73,1.7825,0.32,0.9
SC15836,Urban,Concrete,5.3,1.97,270.36,Thunderstorm,Night_Streetlights,25.06,Moderate,22.59,84.75,123.187,1.002,0.9,0.45,0.95
SC15837,Urban,Asphalt,17.45,0.0,126.24,Mist,Dawn,33.47,Severe,24.06,94.7,3535.828,0.827,1.0,0.18,0.8
SC15838,Urban,Concrete,12.67,0.0,170.34,Mist,Daylight,26.36,Moderate,17.9,80.46,27674.083,1.217,0.9,0.45,0.95
SC15839,Rural,Asphalt,11.84,5.41,203.83,Rainy,Daylight,61.23,Severe,25.02,82.58,21217.228,0.951,1.15,0.18,0.8
SC15840,Rural,Asphalt,5.54,0.63,34.72,Clear,Daylight,72.28,Moderate,23.05,64.13,22490.317,0.74,1.15,0.18,0.8
SC15841,Urban,Concrete,15.4,0.0,35.0,Clear,Daylight,45.82,Severe,29.02,53.64,30214.024,0.862,0.9,0.45,0.95
SC15842,Urban,Asphalt,11.31,2.58,100.44,Mist,Dusk,30.69,Moderate,28.36,94.79,2801.953,1.041,1.0,0.18,0.8
SC15843,Urban,Concrete,10.21,4.73,151.57,Rainy,Dusk,34.15,Severe,21.72,87.34,2629.549,1.345,0.9,0.45,0.95
SC15844,Urban,Concrete,16.55,0.0,38.84,Clear,Daylight,28.76,Severe,26.06,60.91,59585.628,0.784,0.9,0.45,0.95
SC15845,Urban,Gravel,13.36,0.0,75.11,Cloudy,Night_Dark,23.37,Moderate,24.59,57.66,1.666,0.78,1.55,0.32,0.9
SC15846,Rural,Concrete,6.47,0.0,13.63,Clear,Night_Streetlights,49.72,Moderate,20.88,70.65,146.527,0.552,1.035,0.45,0.95
SC15847,Urban,Asphalt,9.61,0.0,140.58,Drizzle,Daylight,28.41,Moderate,22.59,77.34,47478.692,0.721,1.0,0.18,0.8
SC15848,Urban,Dirt,10.15,0.0,177.32,Mist,Dawn,20.71,Moderate,20.12,89.14,2076.352,0.892,2.0,0.24,0.72
SC15849,Rural,Mud,7.59,0.0,122.5,Drizzle,Daylight,63.25,Moderate,19.33,85.96,48515.761,1.106,2.7025,0.12,0.62
SC15850,Urban,Concrete,8.9,3.54,126.19,Rainy,Night_Streetlights,29.29,Moderate,22.49,84.21,135.335,0.821,0.9,0.45,0.95
SC15851,Rural,Asphalt,10.37,2.24,146.19,Cloudy,Daylight,59.83,Severe,21.59,78.65,26758.114,0.913,1.15,0.18,0.8
SC15852,Urban,Asphalt,10.65,6.72,203.72,Rainy,Daylight,31.85,Severe,21.51,98.35,22339.619,0.758,1.0,0.18,0.8
SC15853,Urban,Concrete,12.34,4.32,107.67,Mist,Dawn,32.01,Severe,23.03,93.17,4436.063,0.951,0.9,0.45,0.95
SC15854,Urban,Gravel,7.58,0.0,71.55,Clear,Night_Streetlights,41.68,Moderate,24.32,63.69,138.923,1.029,1.55,0.32,0.9
SC15855,Urban,Asphalt,17.71,0.0,82.25,Clear,Night_Dark,24.89,Severe,28.77,65.35,0.692,0.562,1.0,0.18,0.8
SC15856,Urban,Asphalt,4.11,0.0,37.77,Clear,Daylight,42.09,Moderate,26.54,66.36,15432.129,0.752,1.0,0.18,0.8
SC15857,Rural,Dirt,13.23,1.83,68.82,Cloudy,Daylight,53.45,Severe,21.4,66.37,24950.646,1.075,2.3,0.24,0.72
SC15858,Urban,Concrete,4.62,1.16,288.43,Rainy,Night_Streetlights,31.52,Moderate,22.18,78.93,94.176,1.173,0.9,0.45,0.95
SC15859,Rural,Concrete,14.53,0.0,178.78,Mist,Night_Streetlights,46.13,Severe,28.08,79.62,165.296,1.027,1.035,0.45,0.95
SC15860,Rural,Gravel,15.2,6.05,200.89,Rainy,Dusk,50.96,Severe,20.52,84.15,4463.789,1.264,1.7825,0.32,0.9
SC15861,Rural,Asphalt,17.97,0.0,19.38,Clear,Daylight,66.03,Severe,31.11,44.62,30430.311,0.56,1.15,0.18,0.8
SC15862,Urban,Gravel,10.34,0.0,222.11,Rainy,Daylight,22.1,Moderate,17.63,89.35,20578.407,1.38,1.55,0.32,0.9
SC15863,Rural,Asphalt,15.59,0.0,27.92,Clear,Daylight,62.51,Severe,20.2,55.05,38349.16,0.751,1.15,0.18,0.8
SC15864,Urban,Asphalt,10.73,1.98,92.09,Cloudy,Night_Streetlights,28.22,Moderate,22.81,63.83,68.207,0.81,1.0,0.18,0.8
SC15865,Urban,Asphalt,13.32,2.03,38.85,Clear,Daylight,28.5,Moderate,32.54,58.09,17025.015,0.581,1.0,0.18,0.8
SC15866,Rural,Asphalt,15.65,0.0,16.23,Clear,Daylight,44.45,Severe,30.42,60.78,38397.049,0.919,1.15,0.18,0.8
SC15867,Urban,Gravel,10.19,0.0,27.39,Clear,Night_Dark,40.87,Moderate,26.43,63.98,2.132,0.609,1.55,0.32,0.9
SC15868,Urban,Gravel,13.25,2.6,75.27,Cloudy,Daylight,33.04,Severe,27.97,51.09,46754.499,1.07,1.55,0.32,0.9
SC15869,Urban,Asphalt,9.95,1.83,88.84,Mist,Night_Dark,27.59,Moderate,26.51,91.6,2.069,0.987,1.0,0.18,0.8
SC15870,Urban,Mud,9.89,2.01,230.12,Rainy,Night_Streetlights,32.09,Moderate,23.75,91.57,146.701,0.837,2.35,0.12,0.62
SC15871,Urban,Asphalt,18.46,0.0,42.93,Clear,Daylight,31.78,Severe,26.66,55.29,52727.232,0.982,1.0,0.18,0.8
SC15872,Urban,Asphalt,10.94,0.0,71.84,Clear,Daylight,30.02,Moderate,29.59,53.86,15495.267,0.77,1.0,0.18,0.8
SC15873,Urban,Concrete,5.5,0.0,26.03,Clear,Night_Dark,30.45,Low,25.82,45.08,1.34,0.943,0.9,0.45,0.95
SC15874,Urban,Concrete,14.11,9.1,270.5,Thunderstorm,Night_Streetlights,32.12,Severe,25.06,86.31,65.048,1.281,0.9,0.45,0.95
SC15875,Rural,Asphalt,10.36,2.01,153.1,Drizzle,Night_Dark,51.33,Moderate,22.87,84.11,0.735,0.809,1.15,0.18,0.8
SC15876,Rural,Asphalt,15.88,0.0,44.33,Clear,Daylight,69.97,Severe,28.23,34.34,35084.713,0.999,1.15,0.18,0.8
SC15877,Urban,Gravel,16.72,0.0,51.29,Cloudy,Night_Dark,37.5,Severe,19.61,60.54,0.864,1.068,1.55,0.32,0.9
SC15878,Urban,Asphalt,7.93,0.0,61.61,Cloudy,Daylight,46.86,Moderate,22.19,69.1,36398.711,1.079,1.0,0.18,0.8
SC15879,Urban,Gravel,11.94,0.0,119.31,Cloudy,Night_Streetlights,35.88,Moderate,25.73,64.68,131.089,0.848,1.55,0.32,0.9
SC15880,Urban,Dirt,12.67,3.6,152.27,Foggy,Daylight,30.8,Severe,21.52,97.9,33190.703,1.115,2.0,0.24,0.72
SC15881,Urban,Asphalt,18.08,7.03,359.67,Thunderstorm,Dusk,26.43,Severe,27.28,86.49,2523.706,0.965,1.0,0.18,0.8
SC15882,Rural,Asphalt,6.48,1.15,135.66,Drizzle,Daylight,65.46,Moderate,22.76,77.18,18932.192,1.027,1.15,0.18,0.8
SC15883,Urban,Concrete,13.14,0.0,111.96,Drizzle,Daylight,45.21,Severe,20.92,86.9,28094.852,1.135,0.9,0.45,0.95
SC15884,Rural,Gravel,8.87,3.65,251.74,Rainy,Daylight,45.83,Moderate,24.26,88.21,21808.702,1.251,1.7825,0.32,0.9
SC15885,Urban,Concrete,7.35,0.0,152.72,Drizzle,Night_Dark,32.63,Moderate,20.19,72.76,2.961,1.139,0.9,0.45,0.95
SC15886,Urban,Concrete,8.44,0.0,25.32,Clear,Daylight,36.18,Moderate,18.7,53.38,29553.472,0.97,0.9,0.45,0.95
SC15887,Urban,Gravel,11.84,0.0,19.87,Clear,Dawn,46.32,Severe,34.15,55.64,5553.424,0.864,1.55,0.32,0.9
SC15888,Urban,Dirt,7.98,0.0,305.8,Rainy,Daylight,28.34,Moderate,23.01,84.89,31212.643,1.285,2.0,0.24,0.72
SC15889,Rural,Concrete,7.77,0.0,86.13,Cloudy,Night_Streetlights,74.31,Moderate,28.26,83.02,154.583,0.727,1.035,0.45,0.95
SC15890,Urban,Gravel,16.27,0.0,199.44,Mist,Night_Dark,32.49,Severe,26.22,87.48,3.922,1.089,1.55,0.32,0.9
SC15891,Urban,Concrete,19.69,0.0,34.65,Clear,Daylight,28.15,Severe,22.86,50.78,8756.244,0.833,0.9,0.45,0.95
SC15892,Urban,Asphalt,8.58,0.0,78.22,Cloudy,Daylight,31.19,Moderate,22.09,70.98,26652.905,1.057,1.0,0.18,0.8
SC15893,Urban,Concrete,14.03,0.0,217.46,Foggy,Night_Streetlights,29.93,Severe,15.35,94.09,46.757,1.023,0.9,0.45,0.95
SC15894,Urban,Concrete,10.69,0.0,15.91,Clear,Night_Streetlights,36.08,Moderate,30.0,43.78,119.97,0.895,0.9,0.45,0.95
SC15895,Urban,Asphalt,13.49,0.0,178.97,Drizzle,Night_Streetlights,44.44,Severe,28.39,92.0,196.086,0.812,1.0,0.18,0.8
SC15896,Urban,Asphalt,12.35,0.0,69.82,Mist,Night_Streetlights,32.65,Moderate,23.18,85.04,56.229,0.669,1.0,0.18,0.8
SC15897,Rural,Mud,4.64,0.0,40.01,Clear,Night_Streetlights,60.94,Moderate,25.63,69.98,170.399,1.086,2.7025,0.12,0.62
SC15898,Rural,Gravel,7.54,0.0,13.92,Clear,Night_Streetlights,49.32,Moderate,28.61,50.01,161.973,0.866,1.7825,0.32,0.9
SC15899,Urban,Concrete,5.6,1.19,200.17,Rainy,Night_Streetlights,36.72,Moderate,20.88,81.68,59.074,0.783,0.9,0.45,0.95
SC15900,Urban,Concrete,5.24,0.0,69.6,Clear,Daylight,39.56,Moderate,23.18,63.8,28518.331,0.571,0.9,0.45,0.95
SC15901,Urban,Concrete,11.0,3.03,166.27,Rainy,Daylight,35.31,Severe,20.53,88.35,27671.182,0.9,0.9,0.45,0.95
SC15902,Urban,Concrete,9.64,0.0,16.84,Clear,Daylight,29.75,Moderate,18.16,62.12,23360.703,1.07,0.9,0.45,0.95
SC15903,Urban,Gravel,9.88,2.65,73.03,Drizzle,Daylight,28.1,Moderate,23.25,83.74,15423.786,0.82,1.55,0.32,0.9
SC15904,Urban,Dirt,8.62,0.0,123.27,Drizzle,Daylight,22.71,Moderate,15.92,77.0,23049.069,0.95,2.0,0.24,0.72
SC15905,Urban,Asphalt,7.66,0.0,103.22,Drizzle,Daylight,40.37,Moderate,21.7,81.77,34591.099,0.73,1.0,0.18,0.8
SC15906,Urban,Asphalt,5.4,2.77,160.97,Rainy,Night_Streetlights,34.36,Moderate,22.29,83.81,154.63,1.088,1.0,0.18,0.8
SC15907,Urban,Concrete,4.37,0.0,25.91,Cloudy,Night_Streetlights,24.68,Low,27.52,66.03,214.236,1.021,0.9,0.45,0.95
SC15908,Rural,Asphalt,9.57,1.82,103.1,Drizzle,Night_Streetlights,62.96,Moderate,26.48,84.23,118.968,0.858,1.15,0.18,0.8
SC15909,Rural,Asphalt,8.24,0.0,30.66,Clear,Night_Streetlights,64.77,Moderate,28.42,60.08,19.738,0.681,1.15,0.18,0.8
SC15910,Urban,Asphalt,11.66,0.0,114.69,Foggy,Night_Dark,31.84,Moderate,20.79,92.45,2.693,1.065,1.0,0.18,0.8
SC15911,Urban,Concrete,10.92,0.0,84.35,Drizzle,Night_Streetlights,29.13,Moderate,20.15,87.52,65.039,0.893,0.9,0.45,0.95
SC15912,Urban,Concrete,10.29,0.0,107.32,Drizzle,Dawn,23.28,Moderate,17.71,73.44,2476.72,0.943,0.9,0.45,0.95
SC15913,Rural,Concrete,11.96,2.55,132.63,Rainy,Daylight,45.22,Moderate,21.67,86.07,20038.704,0.997,1.035,0.45,0.95
SC15914,Urban,Gravel,4.67,0.0,54.76,Clear,Daylight,24.67,Low,19.06,47.45,49668.759,0.578,1.55,0.32,0.9
SC15915,Urban,Dirt,10.53,0.0,87.73,Cloudy,Night_Dark,30.08,Moderate,25.35,62.3,3.538,0.612,2.0,0.24,0.72
SC15916,Urban,Asphalt,10.77,0.0,114.6,Mist,Night_Streetlights,27.32,Moderate,18.72,85.83,63.995,0.786,1.0,0.18,0.8
SC15917,Rural,Concrete,7.34,0.0,74.99,Cloudy,Night_Streetlights,64.1,Moderate,23.24,50.98,200.333,0.757,1.035,0.45,0.95
SC15918,Rural,Asphalt,12.15,2.36,78.53,Clear,Night_Streetlights,57.54,Severe,34.26,44.29,57.247,1.004,1.15,0.18,0.8
SC15919,Urban,Asphalt,14.47,6.56,193.98,Rainy,Daylight,34.64,Severe,22.18,89.74,10304.554,0.766,1.0,0.18,0.8
SC15920,Rural,Concrete,15.45,5.31,167.67,Drizzle,Daylight,34.75,Severe,18.79,86.44,34229.788,0.84,1.035,0.45,0.95
SC15921,Urban,Dirt,12.99,0.0,158.74,Drizzle,Daylight,32.84,Severe,22.86,79.18,33676.851,0.845,2.0,0.24,0.72
SC15922,Urban,Concrete,10.05,0.0,133.87,Foggy,Dusk,30.4,Moderate,20.14,91.47,2649.378,1.198,0.9,0.45,0.95
SC15923,Rural,Gravel,9.88,0.0,79.89,Cloudy,Dusk,53.69,Moderate,26.35,74.41,2319.942,0.894,1.7825,0.32,0.9
SC15924,Urban,Asphalt,15.16,0.0,55.1,Clear,Night_Streetlights,41.95,Severe,22.48,51.88,127.272,0.67,1.0,0.18,0.8
SC15925,Urban,Asphalt,10.62,4.57,373.15,Thunderstorm,Night_Dark,22.27,Moderate,25.29,88.04,2.353,1.403,1.0,0.18,0.8
SC15926,Urban,Gravel,13.77,3.39,126.83,Mist,Night_Streetlights,39.05,Severe,18.82,86.39,62.031,0.717,1.55,0.32,0.9
SC15927,Rural,Gravel,11.8,0.0,12.22,Clear,Dawn,62.41,Moderate,28.02,69.89,1213.858,0.676,1.7825,0.32,0.9
SC15928,Rural,Mud,8.85,0.0,19.58,Clear,Daylight,74.94,Moderate,25.96,48.09,21144.185,0.785,2.7025,0.12,0.62
SC15929,Rural,Asphalt,15.34,0.0,73.05,Mist,Night_Dark,59.59,Severe,28.01,86.94,0.57,0.669,1.15,0.18,0.8
SC15930,Urban,Concrete,4.29,0.0,189.43,Rainy,Daylight,37.97,Moderate,23.3,77.48,38417.657,0.993,0.9,0.45,0.95
SC15931,Rural,Asphalt,19.57,10.97,162.81,Rainy,Daylight,53.59,Extreme,24.73,87.76,40988.138,1.259,1.15,0.18,0.8
SC15932,Urban,Mud,8.79,0.0,55.15,Clear,Night_Streetlights,37.76,Moderate,23.44,61.39,145.34,0.913,2.35,0.12,0.62
SC15933,Urban,Dirt,8.58,0.0,86.29,Clear,Dusk,31.72,Moderate,29.45,50.71,2752.811,0.817,2.0,0.24,0.72
SC15934,Urban,Concrete,14.95,0.0,90.02,Cloudy,Daylight,37.85,Severe,26.71,73.24,24969.168,0.755,0.9,0.45,0.95
SC15935,Rural,Asphalt,8.17,0.0,43.92,Clear,Night_Dark,57.15,Moderate,24.03,50.23,1.427,0.672,1.15,0.18,0.8
SC15936,Rural,Concrete,13.21,0.0,129.87,Cloudy,Daylight,45.62,Moderate,24.73,70.39,32154.644,0.634,1.035,0.45,0.95
SC15937,Urban,Asphalt,9.63,0.0,79.28,Cloudy,Night_Dark,31.68,Moderate,20.43,69.67,2.992,0.879,1.0,0.18,0.8
SC15938,Urban,Gravel,14.43,4.3,167.77,Rainy,Night_Streetlights,31.75,Severe,22.06,86.83,181.262,0.882,1.55,0.32,0.9
SC15939,Urban,Asphalt,8.72,3.35,192.58,Rainy,Daylight,20.59,Moderate,18.62,85.04,23143.795,1.048,1.0,0.18,0.8
SC15940,Urban,Asphalt,10.11,0.0,87.97,Cloudy,Daylight,35.46,Moderate,29.63,54.56,35601.042,0.931,1.0,0.18,0.8
SC15941,Urban,Asphalt,10.96,0.0,109.35,Drizzle,Night_Streetlights,27.32,Moderate,21.33,82.59,149.045,1.025,1.0,0.18,0.8
SC15942,Rural,Dirt,15.44,5.41,319.34,Thunderstorm,Daylight,42.17,Severe,23.17,84.9,33189.63,1.263,2.3,0.24,0.72
SC15943,Urban,Concrete,7.04,0.0,87.76,Drizzle,Daylight,35.23,Moderate,27.91,72.72,27158.363,0.998,0.9,0.45,0.95
SC15944,Rural,Asphalt,7.88,0.0,55.01,Cloudy,Night_Dark,47.14,Moderate,23.97,62.22,1.513,1.147,1.15,0.18,0.8
SC15945,Rural,Asphalt,9.68,0.0,218.57,Rainy,Daylight,41.29,Moderate,16.94,86.52,15966.532,1.276,1.15,0.18,0.8
SC15946,Rural,Asphalt,12.51,6.55,427.8,Thunderstorm,Daylight,32.08,Severe,28.36,96.96,14719.426,1.545,1.15,0.18,0.8
SC15947,Rural,Asphalt,11.12,5.07,404.26,Thunderstorm,Daylight,34.83,Severe,22.69,83.92,17383.57,1.255,1.15,0.18,0.8
SC15948,Rural,Asphalt,17.61,4.11,163.69,Drizzle,Dawn,45.54,Severe,19.51,87.79,5367.522,0.877,1.15,0.18,0.8
SC15949,Rural,Gravel,10.35,0.0,26.11,Clear,Night_Streetlights,54.55,Moderate,20.57,49.85,95.916,0.969,1.7825,0.32,0.9
SC15950,Urban,Asphalt,12.92,0.0,176.75,Mist,Night_Streetlights,30.25,Moderate,25.34,94.33,40.899,0.689,1.0,0.18,0.8
SC15951,Urban,Asphalt,9.22,4.24,428.02,Thunderstorm,Dawn,20.63,Moderate,22.21,89.17,6116.93,1.496,1.0,0.18,0.8
SC15952,Rural,Dirt,17.46,0.0,67.93,Clear,Night_Streetlights,68.35,Severe,26.57,53.14,91.689,0.852,2.3,0.24,0.72
SC15953,Urban,Asphalt,11.98,4.85,365.58,Thunderstorm,Night_Streetlights,22.84,Severe,25.72,80.69,219.02,1.174,1.0,0.18,0.8
SC15954,Urban,Mud,6.89,0.0,77.05,Cloudy,Daylight,33.09,Moderate,26.28,74.45,15912.575,0.619,2.35,0.12,0.62
SC15955,Rural,Asphalt,12.14,8.84,234.63,Thunderstorm,Night_Streetlights,37.42,Severe,23.54,93.48,146.157,0.944,1.15,0.18,0.8
SC15956,Rural,Dirt,11.81,4.57,197.6,Rainy,Night_Dark,53.42,Severe,17.13,94.72,1.578,0.758,2.3,0.24,0.72
SC15957,Urban,Asphalt,8.95,2.76,179.22,Foggy,Daylight,30.07,Moderate,19.78,98.41,22008.225,0.66,1.0,0.18,0.8
SC15958,Urban,Asphalt,7.55,0.0,99.42,Cloudy,Night_Dark,36.57,Moderate,25.08,68.14,2.572,1.016,1.0,0.18,0.8
SC15959,Rural,Concrete,7.65,0.0,155.28,Drizzle,Night_Dark,51.48,Moderate,28.34,88.89,0.553,1.041,1.035,0.45,0.95
SC15960,Rural,Concrete,11.9,0.0,79.41,Cloudy,Daylight,41.91,Moderate,27.53,56.98,29075.75,0.614,1.035,0.45,0.95
SC15961,Urban,Concrete,7.89,0.0,115.13,Drizzle,Daylight,44.19,Moderate,23.49,77.81,46024.362,0.998,0.9,0.45,0.95
SC15962,Urban,Concrete,9.44,0.0,143.36,Cloudy,Dawn,33.85,Moderate,19.15,53.12,3444.301,1.083,0.9,0.45,0.95
